date,year,month,year_month,day_of_week,holiday,weekend_or_holiday,calls_presented,avg_queue_time,max_queue_time,calls_handled,avg_speed_of_answer,avg_handle_time,max_handle_time,calls_abandoned,target_seconds,answered_within_target,abandoned_within_target,pct_handled_within_target,pct_within_target_excl_abandoned,pct_within_target_abandoned_positive,pct_answered_within_target,percentage_of_calls_handled,percentage_of_calls_abandoned
2023-03-14,2023,Mar,2023-03-01,Tue,FALSE,FALSE,285,35,422,266,33,113,948,19,30,214,12,80.5,78.4,79.3,75.1,93.3,6.7
2023-03-15,2023,Mar,2023-03-01,Wed,FALSE,FALSE,329,12,322,322,12,117,1756,7,30,302,5,93.8,93.2,93.3,91.8,97.9,2.1
2023-03-16,2023,Mar,2023-03-01,Thu,FALSE,FALSE,322,17,281,301,16,108,1109,21,30,272,16,90.4,88.9,89.4,84.5,93.5,6.5
2023-03-17,2023,Mar,2023-03-01,Fri,FALSE,FALSE,301,27,393,281,24,120,1023,20,30,242,11,86.1,83.5,84.1,80.4,93.4,6.6
2023-03-18,2023,Mar,2023-03-01,Sat,FALSE,TRUE,121,43,833,112,41,152,973,9,30,92,5,82.1,79.3,80.2,76,92.6,7.4
2023-03-19,2023,Mar,2023-03-01,Sun,FALSE,TRUE,91,27,286,86,21,145,598,5,30,77,1,89.5,85.6,85.7,84.6,94.5,5.5
2023-03-20,2023,Mar,2023-03-01,Mon,FALSE,FALSE,327,18,256,308,18,112,890,19,30,272,15,88.3,87.2,87.8,83.2,94.2,5.8
2023-03-21,2023,Mar,2023-03-01,Tue,FALSE,FALSE,334,26,399,315,25,112,1345,19,30,271,13,86,84.4,85,81.1,94.3,5.7
2023-03-22,2023,Mar,2023-03-01,Wed,FALSE,FALSE,289,70,950,264,63,121,1077,25,30,210,10,79.6,75.3,76.1,72.7,91.4,8.7
2023-03-23,2023,Mar,2023-03-01,Thu,FALSE,FALSE,300,121,899,253,130,117,799,47,30,150,19,59.3,53.4,56.3,50,84.3,15.7
2023-03-24,2023,Mar,2023-03-01,Fri,FALSE,FALSE,268,91,2384,251,89,129,922,17,30,175,8,69.7,67.3,68.3,65.3,93.7,6.3
2023-03-25,2023,Mar,2023-03-01,Sat,FALSE,TRUE,105,35,351,97,33,158,1267,8,30,80,4,82.5,79.2,80,76.2,92.4,7.6
2023-03-26,2023,Mar,2023-03-01,Sun,FALSE,TRUE,79,33,438,72,24,124,913,7,30,59,3,81.9,77.6,78.5,74.7,91.1,8.9
2023-03-27,2023,Mar,2023-03-01,Mon,FALSE,FALSE,341,156,1001,300,166,122,1103,41,30,159,17,53,49.1,51.6,46.6,88,12
2023-03-28,2023,Mar,2023-03-01,Tue,FALSE,FALSE,327,27,401,302,26,116,766,25,30,246,16,81.5,79.1,80.1,75.2,92.4,7.7
2023-03-29,2023,Mar,2023-03-01,Wed,FALSE,FALSE,283,18,320,268,17,106,837,15,30,243,12,90.7,89.7,90.1,85.9,94.7,5.3
2023-03-30,2023,Mar,2023-03-01,Thu,FALSE,FALSE,294,42,369,272,41,142,1046,22,30,206,14,75.7,73.6,74.8,70.1,92.5,7.5
2023-03-31,2023,Mar,2023-03-01,Fri,FALSE,FALSE,295,22,645,281,21,113,838,14,30,251,7,89.3,87.2,87.5,85.1,95.3,4.8
2023-04-01,2023,Apr,2023-04-01,Sat,FALSE,TRUE,145,60,457,123,60,122,750,22,30,82,11,66.7,61.2,64.1,56.6,84.8,15.2
2023-04-02,2023,Apr,2023-04-01,Sun,FALSE,TRUE,80,42,747,75,34,140,958,5,30,65,1,86.7,82.3,82.5,81.3,93.8,6.3
2023-04-03,2023,Apr,2023-04-01,Mon,FALSE,FALSE,372,67,793,342,66,124,1186,30,30,233,12,68.1,64.7,65.9,62.6,91.9,8.1
2023-04-04,2023,Apr,2023-04-01,Tue,FALSE,FALSE,333,15,249,320,14,106,953,13,30,287,10,89.7,88.9,89.2,86.2,96.1,3.9
2023-04-05,2023,Apr,2023-04-01,Wed,FALSE,FALSE,318,25,476,303,25,127,695,15,30,269,11,88.8,87.6,88.1,84.6,95.3,4.7
2023-04-06,2023,Apr,2023-04-01,Thu,FALSE,FALSE,316,26,567,302,25,144,1113,14,30,265,7,87.8,85.8,86.1,83.9,95.6,4.4
2023-04-07,2023,Apr,2023-04-01,Fri,TRUE,TRUE,80,53,1106,68,28,133,723,12,30,56,5,82.4,74.7,76.3,70,85,15
2023-04-08,2023,Apr,2023-04-01,Sat,FALSE,TRUE,94,101,1118,82,95,156,695,12,30,50,1,61,53.8,54.3,53.2,87.2,12.8
2023-04-09,2023,Apr,2023-04-01,Sun,FALSE,TRUE,54,42,528,50,31,111,385,4,30,42,1,84,79.3,79.6,77.8,92.6,7.4
2023-04-10,2023,Apr,2023-04-01,Mon,FALSE,FALSE,235,42,367,220,37,133,964,15,30,171,5,77.7,74.4,74.9,72.8,93.6,6.4
2023-04-11,2023,Apr,2023-04-01,Tue,FALSE,FALSE,438,39,471,414,38,118,679,24,30,317,12,76.6,74.4,75.1,72.4,94.5,5.5
2023-04-12,2023,Apr,2023-04-01,Wed,FALSE,FALSE,376,44,557,350,43,129,742,26,30,266,16,76,73.9,75,70.7,93.1,6.9
2023-04-13,2023,Apr,2023-04-01,Thu,FALSE,FALSE,358,36,440,331,37,142,1392,27,30,272,20,82.2,80.5,81.6,76,92.5,7.5
2023-04-14,2023,Apr,2023-04-01,Fri,FALSE,FALSE,397,51,584,355,50,111,1132,42,30,239,19,67.3,63.2,65,60.2,89.4,10.6
2023-04-15,2023,Apr,2023-04-01,Sat,FALSE,TRUE,145,49,417,131,41,123,1012,14,30,101,6,77.1,72.7,73.8,69.7,90.3,9.7
2023-04-16,2023,Apr,2023-04-01,Sun,FALSE,TRUE,74,20,217,72,20,102,410,2,30,64,2,88.9,88.9,89.2,86.5,97.3,2.7
2023-04-17,2023,Apr,2023-04-01,Mon,FALSE,FALSE,372,140,1275,332,138,135,1612,40,30,205,9,61.8,56.5,57.5,55.1,89.3,10.8
2023-04-18,2023,Apr,2023-04-01,Tue,FALSE,FALSE,341,18,257,328,18,125,1578,13,30,293,9,89.3,88.3,88.6,85.9,96.2,3.8
2023-04-19,2023,Apr,2023-04-01,Wed,FALSE,FALSE,379,36,420,362,34,131,913,17,30,281,12,77.6,76.6,77.3,74.1,95.5,4.5
2023-04-20,2023,Apr,2023-04-01,Thu,FALSE,FALSE,372,94,655,330,96,125,537,42,30,180,17,54.6,50.7,53,48.4,88.7,11.3
2023-04-21,2023,Apr,2023-04-01,Fri,FALSE,FALSE,285,44,486,258,43,106,678,27,30,192,15,74.4,71.1,72.6,67.4,90.5,9.5
2023-04-22,2023,Apr,2023-04-01,Sat,FALSE,TRUE,103,83,672,87,78,148,782,16,30,60,7,69,62.5,65.1,58.3,84.5,15.5
2023-04-23,2023,Apr,2023-04-01,Sun,FALSE,TRUE,82,55,615,72,45,139,637,10,30,56,3,77.8,70.9,72,68.3,87.8,12.2
2023-04-24,2023,Apr,2023-04-01,Mon,FALSE,FALSE,424,113,721,378,115,126,1137,46,30,184,18,48.7,45.3,47.6,43.4,89.2,10.9
2023-04-25,2023,Apr,2023-04-01,Tue,FALSE,FALSE,333,36,648,310,35,114,888,23,30,262,16,84.5,82.7,83.5,78.7,93.1,6.9
2023-04-26,2023,Apr,2023-04-01,Wed,FALSE,FALSE,337,73,924,312,73,121,933,25,30,227,13,72.8,70.1,71.2,67.4,92.6,7.4
2023-04-27,2023,Apr,2023-04-01,Thu,FALSE,FALSE,318,47,529,296,46,137,1076,22,30,226,12,76.4,73.9,74.8,71.1,93.1,6.9
2023-04-28,2023,Apr,2023-04-01,Fri,FALSE,FALSE,312,63,629,286,65,133,2148,26,30,186,15,65,62.6,64.4,59.6,91.7,8.3
2023-04-29,2023,Apr,2023-04-01,Sat,FALSE,TRUE,86,53,721,76,41,134,421,10,30,62,2,81.6,73.8,74.4,72.1,88.4,11.6
2023-04-30,2023,Apr,2023-04-01,Sun,FALSE,TRUE,83,41,1094,72,13,117,592,11,30,66,3,91.7,82.5,83.1,79.5,86.8,13.3
2023-05-01,2023,May,2023-05-01,Mon,FALSE,FALSE,370,54,728,342,52,132,1576,28,30,284,15,83,80,80.8,76.8,92.4,7.6
2023-05-02,2023,May,2023-05-01,Tue,FALSE,FALSE,311,17,352,306,17,105,1063,5,30,280,5,91.5,91.5,91.6,90,98.4,1.6
2023-05-03,2023,May,2023-05-01,Wed,FALSE,FALSE,331,23,318,320,21,122,882,11,30,278,7,86.9,85.8,86.1,84,96.7,3.3
2023-05-04,2023,May,2023-05-01,Thu,FALSE,FALSE,289,26,683,278,26,127,1717,11,30,243,7,87.4,86.2,86.5,84.1,96.2,3.8
2023-05-05,2023,May,2023-05-01,Fri,FALSE,FALSE,303,56,1131,273,45,155,1218,30,30,204,11,74.7,69.9,71,67.3,90.1,9.9
2023-05-06,2023,May,2023-05-01,Sat,FALSE,TRUE,107,50,665,93,42,151,901,14,30,75,6,80.7,74.3,75.7,70.1,86.9,13.1
2023-05-08,2023,May,2023-05-01,Mon,FALSE,FALSE,396,176,1409,350,181,138,970,46,30,207,13,59.1,54.1,55.6,52.3,88.4,11.6
2023-05-09,2023,May,2023-05-01,Tue,FALSE,FALSE,368,36,435,355,36,131,1446,13,30,278,8,78.3,77.2,77.7,75.5,96.5,3.5
2023-05-10,2023,May,2023-05-01,Wed,FALSE,FALSE,328,59,647,306,59,102,564,22,30,234,11,76.5,73.8,74.7,71.3,93.3,6.7
2023-05-11,2023,May,2023-05-01,Thu,FALSE,FALSE,304,43,681,288,39,139,1041,16,30,222,4,77.1,74,74.3,73,94.7,5.3
2023-05-12,2023,May,2023-05-01,Fri,FALSE,FALSE,373,48,368,350,47,144,925,23,30,247,14,70.6,68.8,70,66.2,93.8,6.2
2023-05-13,2023,May,2023-05-01,Sat,FALSE,TRUE,147,44,423,129,39,146,715,18,30,100,7,77.5,71.4,72.8,68,87.8,12.2
2023-05-14,2023,May,2023-05-01,Sun,FALSE,TRUE,86,48,480,80,50,172,1292,6,30,60,4,75,73.2,74.4,69.8,93,7
2023-05-15,2023,May,2023-05-01,Mon,FALSE,FALSE,456,315,1639,334,373,165,1468,122,30,74,27,22.2,17.3,22.2,16.2,73.3,26.8
2023-05-16,2023,May,2023-05-01,Tue,FALSE,FALSE,363,48,676,336,49,116,670,27,30,254,16,75.6,73.2,74.4,70,92.6,7.4
2023-05-17,2023,May,2023-05-01,Wed,FALSE,FALSE,395,69,826,345,62,145,1577,50,30,235,22,68.1,63,65.1,59.5,87.3,12.7
2023-05-18,2023,May,2023-05-01,Thu,FALSE,FALSE,363,67,786,324,67,146,1597,39,30,210,16,64.8,60.5,62.3,57.9,89.3,10.7
2023-05-19,2023,May,2023-05-01,Fri,FALSE,FALSE,339,54,1091,306,48,157,2101,32,30,225,17,73.5,69.9,71.4,66.4,90.3,9.4
2023-05-20,2023,May,2023-05-01,Sat,FALSE,TRUE,118,108,1086,98,100,165,688,20,30,63,6,64.3,56.3,58.5,53.4,83.1,17
2023-05-21,2023,May,2023-05-01,Sun,FALSE,TRUE,129,75,733,109,65,163,1231,20,30,74,6,67.9,60.2,62,57.4,84.5,15.5
2023-05-22,2023,May,2023-05-01,Mon,TRUE,TRUE,123,23,338,117,23,114,623,6,30,103,5,88,87.3,87.8,83.7,95.1,4.9
2023-05-23,2023,May,2023-05-01,Tue,FALSE,FALSE,469,124,1133,420,126,152,1362,49,30,257,21,61.2,57.4,59.3,54.8,89.6,10.5
2023-05-24,2023,May,2023-05-01,Wed,FALSE,FALSE,383,52,580,349,53,134,767,34,30,255,24,73.1,71,72.9,66.6,91.1,8.9
2023-05-25,2023,May,2023-05-01,Thu,FALSE,FALSE,389,67,904,347,65,165,1289,42,30,214,20,61.7,58,60.2,55,89.2,10.8
2023-05-26,2023,May,2023-05-01,Fri,FALSE,FALSE,391,104,1012,342,105,173,1234,49,30,195,17,57,52.1,54.2,49.9,87.5,12.5
2023-05-27,2023,May,2023-05-01,Sat,FALSE,TRUE,161,175,2061,127,160,174,1175,34,30,68,6,53.5,43.9,46,42.2,78.9,21.1
2023-05-28,2023,May,2023-05-01,Sun,FALSE,TRUE,109,48,527,101,43,132,880,8,30,83,2,82.2,77.6,78,76.2,92.7,7.3
2023-05-29,2023,May,2023-05-01,Mon,FALSE,FALSE,466,97,934,424,100,149,1249,42,30,256,20,60.4,57.4,59.2,54.9,91,9
2023-05-30,2023,May,2023-05-01,Tue,FALSE,FALSE,422,74,1129,375,71,152,909,47,30,273,25,72.8,68.8,70.6,64.7,88.9,11.1
2023-05-31,2023,May,2023-05-01,Wed,FALSE,FALSE,411,49,474,377,48,156,1209,34,30,272,17,72.2,69,70.3,66.2,91.7,8.3
2023-06-01,2023,Jun,2023-06-01,Thu,FALSE,FALSE,458,108,2159,381,108,142,1652,77,30,209,29,54.9,48.7,52,45.6,83.2,16.8
2023-06-02,2023,Jun,2023-06-01,Fri,FALSE,FALSE,436,85,1305,382,75,138,1489,54,30,237,19,62,56.8,58.7,54.4,87.6,12.4
2023-06-03,2023,Jun,2023-06-01,Sat,FALSE,TRUE,136,62,587,122,58,137,837,14,30,87,6,71.3,66.9,68.4,64,89.7,10.3
2023-06-04,2023,Jun,2023-06-01,Sun,FALSE,TRUE,115,44,517,106,44,104,477,9,30,74,4,69.8,66.7,67.8,64.4,92.2,7.8
2023-06-05,2023,Jun,2023-06-01,Mon,FALSE,FALSE,453,128,1396,405,127,154,1035,48,30,296,11,73.1,67,67.8,65.3,89.4,10.6
2023-06-06,2023,Jun,2023-06-01,Tue,FALSE,FALSE,465,38,498,428,37,131,840,37,30,338,18,79,75.6,76.6,72.7,92,8
2023-06-07,2023,Jun,2023-06-01,Wed,FALSE,FALSE,365,30,593,344,29,140,1176,21,30,292,12,84.9,82.7,83.3,80,94.3,5.8
2023-06-08,2023,Jun,2023-06-01,Thu,FALSE,FALSE,315,19,268,297,18,144,1300,18,30,260,9,87.5,85,85.4,82.5,94.3,5.7
2023-06-09,2023,Jun,2023-06-01,Fri,FALSE,FALSE,373,69,1177,318,63,140,1173,55,30,210,25,66,60.3,63,56.3,85.3,14.8
2023-06-10,2023,Jun,2023-06-01,Sat,FALSE,TRUE,188,105,1570,156,95,131,761,32,30,116,12,74.4,65.9,68.1,61.7,83,17
2023-06-11,2023,Jun,2023-06-01,Sun,FALSE,TRUE,106,82,864,91,72,154,2031,15,30,68,4,74.7,66.7,67.9,64.2,85.9,14.2
2023-06-12,2023,Jun,2023-06-01,Mon,FALSE,FALSE,434,110,850,377,113,141,1034,57,30,216,18,57.3,51.9,53.9,49.8,86.9,13.1
2023-06-13,2023,Jun,2023-06-01,Tue,FALSE,FALSE,360,39,625,336,34,139,2716,24,30,263,12,78.3,75.6,76.4,73.1,93.3,6.7
2023-06-14,2023,Jun,2023-06-01,Wed,FALSE,FALSE,366,13,163,354,11,143,1845,10,30,327,5,92.4,90.6,90.7,89.3,96.7,2.7
2023-06-15,2023,Jun,2023-06-01,Thu,FALSE,FALSE,335,25,452,324,24,140,1645,10,30,277,4,85.5,83.7,83.9,82.7,96.7,3
2023-06-16,2023,Jun,2023-06-01,Fri,FALSE,FALSE,361,49,410,326,48,159,1341,35,30,211,19,64.7,61.7,63.7,58.5,90.3,9.7
2023-06-17,2023,Jun,2023-06-01,Sat,FALSE,TRUE,168,40,429,147,36,112,413,21,30,109,11,74.2,69.4,71.4,64.9,87.5,12.5
2023-06-18,2023,Jun,2023-06-01,Sun,FALSE,TRUE,112,45,832,92,39,115,478,20,30,78,8,84.8,75,76.8,69.6,82.1,17.9
2023-06-19,2023,Jun,2023-06-01,Mon,FALSE,FALSE,424,99,747,377,95,125,1113,47,30,249,16,66.1,61,62.5,58.7,88.9,11.1
2023-06-20,2023,Jun,2023-06-01,Tue,FALSE,FALSE,414,45,465,383,44,115,1226,31,30,281,14,73.4,70.3,71.3,67.9,92.5,7.5
2023-06-21,2023,Jun,2023-06-01,Wed,FALSE,FALSE,394,34,594,371,34,144,1604,23,30,307,13,82.8,80.6,81.2,77.9,94.2,5.8
2023-06-22,2023,Jun,2023-06-01,Thu,FALSE,FALSE,316,46,446,286,42,136,1486,30,30,207,12,72.4,68.1,69.3,65.5,90.5,9.5
2023-06-23,2023,Jun,2023-06-01,Fri,FALSE,FALSE,296,41,588,279,40,146,1451,17,30,209,12,74.9,73.6,74.7,70.6,94.3,5.7
2023-06-24,2023,Jun,2023-06-01,Sat,FALSE,TRUE,145,68,654,124,65,150,667,21,30,83,9,66.9,61,63.5,57.2,85.5,14.5
2023-06-25,2023,Jun,2023-06-01,Sun,FALSE,TRUE,166,55,1001,147,53,125,1486,19,30,107,10,72.8,68.6,70.5,64.5,88.6,11.5
2023-06-26,2023,Jun,2023-06-01,Mon,FALSE,FALSE,397,31,437,385,31,110,634,12,30,307,7,79.7,78.7,79.1,77.3,97,3
2023-06-27,2023,Jun,2023-06-01,Tue,FALSE,FALSE,372,41,590,350,38,116,1573,22,30,260,11,74.3,72,72.9,69.9,94.1,5.9
2023-06-28,2023,Jun,2023-06-01,Wed,FALSE,FALSE,343,19,898,331,19,115,1244,12,30,299,9,90.3,89.5,89.8,87.2,96.5,3.5
2023-06-29,2023,Jun,2023-06-01,Thu,FALSE,FALSE,381,50,466,345,50,120,1531,36,30,232,19,67.3,64.1,65.9,60.9,90.6,9.5
2023-07-04,2023,Jul,2023-07-01,Tue,FALSE,FALSE,481,52,561,439,53,117,1333,42,30,305,23,69.5,66.6,68.2,63.4,91.3,8.7
2023-07-05,2023,Jul,2023-07-01,Wed,FALSE,FALSE,467,30,415,434,30,131,963,33,30,349,26,80.4,79.1,80.3,74.7,92.9,7.1
2023-07-06,2023,Jul,2023-07-01,Thu,FALSE,FALSE,395,53,767,351,48,124,935,44,30,252,17,71.8,66.7,68.1,63.8,88.9,11.1
2023-07-07,2023,Jul,2023-07-01,Fri,FALSE,FALSE,379,95,699,329,97,162,1083,50,30,182,20,55.3,50.7,53.3,48,86.8,13.2
2023-07-08,2023,Jul,2023-07-01,Sat,FALSE,TRUE,121,50,435,101,45,184,1354,20,30,77,10,76.2,69.4,71.9,63.6,83.5,16.5
2023-07-09,2023,Jul,2023-07-01,Sun,FALSE,TRUE,108,62,1183,89,41,151,992,19,30,65,9,73,65.7,68.5,60.2,82.4,17.6
2023-07-10,2023,Jul,2023-07-01,Mon,FALSE,FALSE,513,133,899,437,141,132,933,76,30,212,27,48.5,43.6,46.6,41.3,85.2,14.8
2023-07-11,2023,Jul,2023-07-01,Tue,FALSE,FALSE,411,73,621,364,75,126,828,47,30,233,22,64,59.9,62,56.7,88.6,11.4
2023-07-13,2023,Jul,2023-07-01,Thu,FALSE,FALSE,372,78,758,337,77,149,1141,35,30,215,16,63.8,60.4,62.1,57.8,90.6,9.4
2023-07-14,2023,Jul,2023-07-01,Fri,FALSE,FALSE,366,112,935,317,113,166,2040,48,30,170,15,53.6,48.4,50.6,46.5,86.6,13.1
2023-07-15,2023,Jul,2023-07-01,Sat,FALSE,TRUE,102,28,505,92,21,114,462,10,30,86,4,93.5,87.8,88.2,84.3,90.2,9.8
2023-07-16,2023,Jul,2023-07-01,Sun,FALSE,TRUE,95,37,402,86,30,145,758,9,30,75,4,87.2,82.4,83.2,79,90.5,9.5
2023-07-17,2023,Jul,2023-07-01,Mon,FALSE,FALSE,455,82,952,386,79,145,1148,69,30,237,31,61.4,55.9,58.9,52.1,84.8,15.2
2023-07-18,2023,Jul,2023-07-01,Tue,FALSE,FALSE,376,33,431,359,33,133,862,17,30,292,12,81.3,80.2,80.9,77.7,95.5,4.5
2023-07-19,2023,Jul,2023-07-01,Wed,FALSE,FALSE,382,16,242,350,13,138,1843,32,30,325,18,92.9,89.3,89.8,85.1,91.6,8.4
2023-07-20,2023,Jul,2023-07-01,Thu,FALSE,FALSE,343,46,509,315,44,119,717,28,30,246,15,78.1,75,76.1,71.7,91.8,8.2
2023-07-21,2023,Jul,2023-07-01,Fri,FALSE,FALSE,330,72,637,300,73,136,1237,30,30,195,17,65,62.3,64.2,59.1,90.9,9.1
2023-07-22,2023,Jul,2023-07-01,Sat,FALSE,TRUE,160,57,1532,139,47,122,725,21,30,113,9,81.3,74.8,76.3,70.6,86.9,13.1
2023-07-23,2023,Jul,2023-07-01,Sun,FALSE,TRUE,95,17,328,88,13,96,369,7,30,80,4,90.9,87.9,88.4,84.2,92.6,7.4
2023-07-24,2023,Jul,2023-07-01,Mon,FALSE,FALSE,387,35,681,365,33,144,976,22,30,311,13,85.2,83.2,83.7,80.4,94.3,5.7
2023-07-25,2023,Jul,2023-07-01,Tue,FALSE,FALSE,344,16,404,331,15,112,712,13,30,307,10,92.8,91.9,92.2,89.2,96.2,3.8
2023-07-26,2023,Jul,2023-07-01,Wed,FALSE,FALSE,385,17,338,373,17,128,1039,12,30,338,10,90.6,90.1,90.4,87.8,96.9,3.1
2023-07-27,2023,Jul,2023-07-01,Thu,FALSE,FALSE,370,39,459,344,39,133,1529,26,30,241,19,70.1,68.7,70.3,65.1,93,7
2023-07-28,2023,Jul,2023-07-01,Fri,FALSE,FALSE,328,37,819,305,32,154,1250,23,30,258,14,84.6,82.2,82.9,78.7,93,7
2023-07-29,2023,Jul,2023-07-01,Sat,FALSE,TRUE,173,540,3363,122,652,174,664,51,30,70,11,57.4,43.2,46.8,40.5,70.5,29.5
2023-07-30,2023,Jul,2023-07-01,Sun,FALSE,TRUE,108,36,330,103,34,127,929,5,30,79,3,76.7,75.2,75.9,73.2,95.4,4.6
