table,file,description,source,licence,notes
queue_daily,posts/kitchener-phone-wait-times/data/queue_daily.csv,"Daily phone-queue metrics for the City of Kitchener contact centre, one row per day from 1 March 2019 to 30 July 2023, with calendar and holiday flags. Days with an incomplete or duplicated set of metrics are excluded.","City of Kitchener Open Data, phone queue metrics dataset; Ontario statutory holidays from https://github.com/uWaterloo/Datasets","Open Government Licence – Kitchener (metrics); holidays file as licensed in its repository","The service-level target is 30 seconds on every day in the data."
