table,kind,level,flag,meaning,rows,columns,examples
18-10-0004-01,footnote,note,36,"From April 2020 to November 2021, and from January 2022 to February 2022, certain sub-indexes and components thereof were imputed using special approaches in either one, or more months. The affected indexes include child care services; housekeeping services; air transportation; personal care services; recreational services; travel tours; spectator entertainment; use of recreational facilities and services; beer served in licensed establishments; wine served in licensed establishments, and liquor served in licensed establishments. The details of these treatments from April 2020 to March 2021 are provided in technical supplements available through the Prices Analytical Series (opens new window). Starting in April 2021, details and treatments are available upon request by contacting the Consumer Prices Division (opens new window).",,whole table,
