offence_group,ucr_code,violation,region,year,incidents,incidents_per_100k,base_year,index
Assaults,1420,Assault with a weapon or causing bodily harm,Canada,2019,59704,158.71,1998,128.31271727706363
Assaults,1420,Assault with a weapon or causing bodily harm,Canada,2020,65501,172.24,1998,139.25135419193145
Assaults,1420,Assault with a weapon or causing bodily harm,Canada,2021,71274,186.39,1998,150.69124423963135
Assaults,1420,Assault with a weapon or causing bodily harm,Canada,2022,77187,198.17,1998,160.21505376344086
Assaults,1420,Assault with a weapon or causing bodily harm,Canada,2023,85497,213.48,1998,172.59277225321367
Assaults,1420,Assault with a weapon or causing bodily harm,Canada,2024,88436,214.33,1998,173.27997412887058
Assaults,1420,Assault with a weapon or causing bodily harm,Canada,2025,89214,214.19,1998,173.16678793758592
Assaults,1420,Assault with a weapon or causing bodily harm,Ontario,1998,12782,112.45,1998,100
Assaults,1420,Assault with a weapon or causing bodily harm,Ontario,1999,12961,112.64,1998,100.16896398399288
Assaults,1420,Assault with a weapon or causing bodily harm,Ontario,2000,13935,119.25,1998,106.04713205869274
Assaults,1420,Assault with a weapon or causing bodily harm,Ontario,2001,14839,124.73,1998,110.92040907069808
Assaults,1420,Assault with a weapon or causing bodily harm,Ontario,2002,14941,123.57,1998,109.8888394842152
Assaults,1420,Assault with a weapon or causing bodily harm,Ontario,2003,14627,119.48,1998,106.25166740773678
Assaults,1420,Assault with a weapon or causing bodily harm,Ontario,2004,14616,117.96,1998,104.89995553579368
Assaults,1420,Assault with a weapon or causing bodily harm,Ontario,2005,15183,121.19,1998,107.77234326367274
Assaults,1420,Assault with a weapon or causing bodily harm,Ontario,2006,15462,122.12,1998,108.59937750111162
Assaults,1420,Assault with a weapon or causing bodily harm,Ontario,2007,15538,121.73,1998,108.25255669186305
Assaults,1420,Assault with a weapon or causing bodily harm,Ontario,2008,14862,115.36,1998,102.58781680746998
Assaults,1420,Assault with a weapon or causing bodily harm,Ontario,2009,14416,110.91,1998,98.63050244553135
Assaults,1420,Assault with a weapon or causing bodily harm,Ontario,2010,14197,108.08,1998,96.11382836816362
Assaults,1420,Assault with a weapon or causing bodily harm,Ontario,2011,13580,102.4,1998,91.06269453090262
Assaults,1420,Assault with a weapon or causing bodily harm,Ontario,2012,13225,98.76,1998,87.82570031124945
Assaults,1420,Assault with a weapon or causing bodily harm,Ontario,2013,12147,89.91,1998,79.95553579368607
Assaults,1420,Assault with a weapon or causing bodily harm,Ontario,2014,11777,86.48,1998,76.90529124055135
Assaults,1420,Assault with a weapon or causing bodily harm,Ontario,2015,12304,89.76,1998,79.82214317474433
Assaults,1420,Assault with a weapon or causing bodily harm,Ontario,2016,13343,96.16,1998,85.51356158292573
Assaults,1420,Assault with a weapon or causing bodily harm,Ontario,2017,14274,101.39,1998,90.16451756336149
Assaults,1420,Assault with a weapon or causing bodily harm,Ontario,2018,15390,107.42,1998,95.52690084481992
Assaults,1420,Assault with a weapon or causing bodily harm,Ontario,2019,15959,109.51,1998,97.38550466874166
Assaults,1420,Assault with a weapon or causing bodily harm,Ontario,2020,17327,117.38,1998,104.38417074255224
Assaults,1420,Assault with a weapon or causing bodily harm,Ontario,2021,19031,128.22,1998,114.0240106714095
Assaults,1420,Assault with a weapon or causing bodily harm,Ontario,2022,21319,140.67,1998,125.09559804357491
Assaults,1420,Assault with a weapon or causing bodily harm,Ontario,2023,23827,152.42,1998,135.54468652734548
Assaults,1420,Assault with a weapon or causing bodily harm,Ontario,2024,25617,158.67,1998,141.10271231658513
Assaults,1420,Assault with a weapon or causing bodily harm,Ontario,2025,25838,158.92,1998,141.3250333481547
Assaults,1420,Assault with a weapon or causing bodily harm,Region,1998,458,106.2,1998,100
Assaults,1420,Assault with a weapon or causing bodily harm,Region,1999,420,95.65,1998,90.06591337099812
Assaults,1420,Assault with a weapon or causing bodily harm,Region,2000,404,90.17,1998,84.90583804143125
Assaults,1420,Assault with a weapon or causing bodily harm,Region,2001,421,92.25,1998,86.86440677966102
Assaults,1420,Assault with a weapon or causing bodily harm,Region,2002,408,87.92,1998,82.78719397363466
Assaults,1420,Assault with a weapon or causing bodily harm,Region,2003,411,87.39,1998,82.28813559322033
Assaults,1420,Assault with a weapon or causing bodily harm,Region,2004,519,107.89,1998,101.59133709981167
Assaults,1420,Assault with a weapon or causing bodily harm,Region,2005,530,108.37,1998,102.04331450094162
Assaults,1420,Assault with a weapon or causing bodily harm,Region,2006,704,141.22,1998,132.97551789077212
Assaults,1420,Assault with a weapon or causing bodily harm,Region,2007,629,125.08,1998,117.77777777777779
Assaults,1420,Assault with a weapon or causing bodily harm,Region,2008,626,123.15,1998,115.96045197740112
Assaults,1420,Assault with a weapon or causing bodily harm,Region,2009,616,120.21,1998,113.19209039548022
Assaults,1420,Assault with a weapon or causing bodily harm,Region,2010,732,141.39,1998,133.13559322033896
Assaults,1420,Assault with a weapon or causing bodily harm,Region,2011,695,132.71,1998,124.96233521657251
Assaults,1420,Assault with a weapon or causing bodily harm,Region,2012,669,126.53,1998,119.14312617702447
Assaults,1420,Assault with a weapon or causing bodily harm,Region,2013,590,110.65,1998,104.19020715630884
Assaults,1420,Assault with a weapon or causing bodily harm,Region,2014,522,97.17,1998,91.49717514124293
Assaults,1420,Assault with a weapon or causing bodily harm,Region,2015,574,105.89,1998,99.70809792843691
Assaults,1420,Assault with a weapon or causing bodily harm,Region,2016,636,114.96,1998,108.24858757062145
Assaults,1420,Assault with a weapon or causing bodily harm,Region,2017,777,137.4,1998,129.3785310734463
Assaults,1420,Assault with a weapon or causing bodily harm,Region,2018,862,148.58,1998,139.90583804143125
Assaults,1420,Assault with a weapon or causing bodily harm,Region,2019,1025,172.4,1998,162.33521657250472
Assaults,1420,Assault with a weapon or causing bodily harm,Region,2020,1109,182.73,1998,172.06214689265536
Assaults,1420,Assault with a weapon or causing bodily harm,Region,2021,1362,221.73,1998,208.78531073446328
Assaults,1420,Assault with a weapon or causing bodily harm,Region,2022,1552,242.77,1998,228.59698681732579
Assaults,1420,Assault with a weapon or causing bodily harm,Region,2023,1619,239.7,1998,225.70621468926552
Assaults,1420,Assault with a weapon or causing bodily harm,Region,2024,1530,215.5,1998,202.9190207156309
Assaults,1420,Assault with a weapon or causing bodily harm,Region,2025,1681,236.28,1998,222.4858757062147
Assaults,135,Assaults against a peace officer,Canada,1998,6821,22.62,1998,100
Assaults,135,Assaults against a peace officer,Canada,1999,7224,23.76,1998,105.03978779840848
Assaults,135,Assaults against a peace officer,Canada,2000,7616,24.82,1998,109.72590627763041
Assaults,135,Assaults against a peace officer,Canada,2001,8179,26.37,1998,116.57824933687002
Assaults,135,Assaults against a peace officer,Canada,2002,8508,27.14,1998,119.98231653404068
Assaults,135,Assaults against a peace officer,Canada,2003,8868,28.03,1998,123.91688770999116
Assaults,135,Assaults against a peace officer,Canada,2004,9089,28.46,1998,125.81786030061892
Assaults,135,Assaults against a peace officer,Canada,2005,9534,29.57,1998,130.72502210433245
Assaults,135,Assaults against a peace officer,Canada,2006,9593,29.45,1998,130.1945181255526
Assaults,135,Assaults against a peace officer,Canada,2007,9873,30.02,1998,132.71441202475685
Assaults,135,Assaults against a peace officer,Canada,2008,9806,29.5,1998,130.4155614500442
Assaults,135,Assaults against a peace officer,Canada,2009,11837,35.2,1998,155.61450044208664
Assaults,135,Assaults against a peace officer,Canada,2010,15913,46.8,1998,206.8965517241379
Assaults,135,Assaults against a peace officer,Canada,2011,11424,33.27,1998,147.08222811671087
Assaults,135,Assaults against a peace officer,Canada,2012,10776,31.04,1998,137.2236958443855
Assaults,135,Assaults against a peace officer,Canada,2013,9826,28.01,1998,123.82847038019452
Assaults,135,Assaults against a peace officer,Canada,2014,9557,26.97,1998,119.23076923076923
Assaults,135,Assaults against a peace officer,Canada,2015,9872,27.65,1998,122.23695844385499
Assaults,135,Assaults against a peace officer,Canada,2016,10406,28.82,1998,127.40937223695843
Assaults,135,Assaults against a peace officer,Canada,2017,10965,30,1998,132.6259946949602
Assaults,135,Assaults against a peace officer,Canada,2018,11751,31.7,1998,140.1414677276746
Assaults,135,Assaults against a peace officer,Canada,2019,12222,32.49,1998,143.6339522546419
Assaults,135,Assaults against a peace officer,Canada,2020,12285,32.3,1998,142.7939876215738
Assaults,135,Assaults against a peace officer,Canada,2021,12461,32.59,1998,144.07603890362512
Assaults,135,Assaults against a peace officer,Canada,2022,12774,32.8,1998,145.00442086648982
Assaults,135,Assaults against a peace officer,Canada,2023,13810,34.48,1998,152.43147656940758
Assaults,135,Assaults against a peace officer,Canada,2024,14328,34.72,1998,153.49248452696727
Assaults,135,Assaults against a peace officer,Canada,2025,13710,32.92,1998,145.53492484526967
Assaults,135,Assaults against a peace officer,Ontario,1998,2015,17.73,1998,100
Assaults,135,Assaults against a peace officer,Ontario,1999,2148,18.67,1998,105.30174844895657
Assaults,135,Assaults against a peace officer,Ontario,2000,2418,20.69,1998,116.69486745628879
Assaults,135,Assaults against a peace officer,Ontario,2001,2336,19.64,1998,110.7727016356458
Assaults,135,Assaults against a peace officer,Ontario,2002,2482,20.53,1998,115.79244218838127
Assaults,135,Assaults against a peace officer,Ontario,2003,2554,20.86,1998,117.65369430344049
Assaults,135,Assaults against a peace officer,Ontario,2004,2604,21.02,1998,118.55611957134799
Assaults,135,Assaults against a peace officer,Ontario,2005,3011,24.03,1998,135.53299492385787
Assaults,135,Assaults against a peace officer,Ontario,2006,2858,22.57,1998,127.29836435420192
Assaults,135,Assaults against a peace officer,Ontario,2007,2913,22.82,1998,128.7084038353074
Assaults,135,Assaults against a peace officer,Ontario,2008,2844,22.08,1998,124.53468697123517
Assaults,135,Assaults against a peace officer,Ontario,2009,3112,23.94,1998,135.0253807106599
Assaults,135,Assaults against a peace officer,Ontario,2010,3557,27.08,1998,152.7354765933446
Assaults,135,Assaults against a peace officer,Ontario,2011,3329,25.1,1998,141.56796390298928
Assaults,135,Assaults against a peace officer,Ontario,2012,2802,20.93,1998,118.04850535815001
Assaults,135,Assaults against a peace officer,Ontario,2013,2602,19.26,1998,108.6294416243655
Assaults,135,Assaults against a peace officer,Ontario,2014,2482,18.23,1998,102.82007896221094
Assaults,135,Assaults against a peace officer,Ontario,2015,2406,17.55,1998,98.98477157360406
Assaults,135,Assaults against a peace officer,Ontario,2016,2639,19.02,1998,107.27580372250422
Assaults,135,Assaults against a peace officer,Ontario,2017,2867,20.36,1998,114.83361534122956
Assaults,135,Assaults against a peace officer,Ontario,2018,3263,22.78,1998,128.48279751833053
Assaults,135,Assaults against a peace officer,Ontario,2019,3325,22.82,1998,128.7084038353074
Assaults,135,Assaults against a peace officer,Ontario,2020,3289,22.28,1998,125.66271855611957
Assaults,135,Assaults against a peace officer,Ontario,2021,3282,22.11,1998,124.70389170896784
Assaults,135,Assaults against a peace officer,Ontario,2022,3426,22.61,1998,127.52397067117877
Assaults,135,Assaults against a peace officer,Ontario,2023,3695,23.64,1998,133.33333333333331
Assaults,135,Assaults against a peace officer,Ontario,2024,3739,23.16,1998,130.62605752961082
Assaults,135,Assaults against a peace officer,Ontario,2025,3643,22.41,1998,126.3959390862944
Assaults,135,Assaults against a peace officer,Region,1998,48,11.13,1998,100
Assaults,135,Assaults against a peace officer,Region,1999,68,15.49,1998,139.17340521114104
Assaults,135,Assaults against a peace officer,Region,2000,75,16.74,1998,150.4043126684636
Assaults,135,Assaults against a peace officer,Region,2001,38,8.33,1998,74.84276729559748
Assaults,135,Assaults against a peace officer,Region,2002,33,7.11,1998,63.881401617250674
Assaults,135,Assaults against a peace officer,Region,2003,16,3.4,1998,30.54806828391734
Assaults,135,Assaults against a peace officer,Region,2004,123,25.57,1998,229.73944294699012
Assaults,135,Assaults against a peace officer,Region,2005,117,23.92,1998,214.91464510332437
Assaults,135,Assaults against a peace officer,Region,2006,87,17.45,1998,156.7834681042228
Assaults,135,Assaults against a peace officer,Region,2007,105,20.88,1998,187.60107816711587
Assaults,135,Assaults against a peace officer,Region,2008,83,16.33,1998,146.7205750224618
Assaults,135,Assaults against a peace officer,Region,2009,85,16.59,1998,149.0566037735849
Assaults,135,Assaults against a peace officer,Region,2010,93,17.96,1998,161.36567834681043
Assaults,135,Assaults against a peace officer,Region,2011,97,18.52,1998,166.39712488769092
Assaults,135,Assaults against a peace officer,Region,2012,87,16.45,1998,147.79874213836476
Assaults,135,Assaults against a peace officer,Region,2013,100,18.76,1998,168.55345911949686
Assaults,135,Assaults against a peace officer,Region,2014,79,14.71,1998,132.1653189577718
Assaults,135,Assaults against a peace officer,Region,2015,94,17.34,1998,155.79514824797843
Assaults,135,Assaults against a peace officer,Region,2016,112,20.24,1998,181.85085354896674
Assaults,135,Assaults against a peace officer,Region,2017,131,23.16,1998,208.0862533692722
Assaults,135,Assaults against a peace officer,Region,2018,139,23.96,1998,215.27403414195865
Assaults,135,Assaults against a peace officer,Region,2019,112,18.84,1998,169.2722371967655
Assaults,135,Assaults against a peace officer,Region,2020,110,18.12,1998,162.8032345013477
Assaults,135,Assaults against a peace officer,Region,2021,115,18.72,1998,168.1940700808625
Assaults,135,Assaults against a peace officer,Region,2022,181,28.31,1998,254.3575920934411
Assaults,135,Assaults against a peace officer,Region,2023,173,25.61,1998,230.0988319856244
Assaults,135,Assaults against a peace officer,Region,2024,112,15.78,1998,141.7789757412399
Assaults,135,Assaults against a peace officer,Region,2025,145,20.38,1998,183.10871518418685
Assaults,1410,Aggravated assault,Canada,1998,2625,8.7,1998,100
Assaults,1410,Aggravated assault,Canada,1999,2517,8.28,1998,95.17241379310344
Assaults,1410,Aggravated assault,Canada,2000,2566,8.36,1998,96.0919540229885
Assaults,1410,Aggravated assault,Canada,2001,2716,8.76,1998,100.6896551724138
Assaults,1410,Aggravated assault,Canada,2002,2732,8.71,1998,100.11494252873565
Assaults,1410,Aggravated assault,Canada,2003,2913,9.21,1998,105.86206896551727
Assaults,1410,Aggravated assault,Canada,2004,2733,8.56,1998,98.39080459770116
Assaults,1410,Aggravated assault,Canada,2005,3095,9.6,1998,110.34482758620689
Assaults,1410,Aggravated assault,Canada,2006,3352,10.29,1998,118.27586206896552
Assaults,1410,Aggravated assault,Canada,2007,3481,10.58,1998,121.60919540229887
Assaults,1410,Aggravated assault,Canada,2008,3593,10.81,1998,124.25287356321842
Assaults,1410,Aggravated assault,Canada,2009,3619,10.76,1998,123.67816091954025
Assaults,1410,Aggravated assault,Canada,2010,3481,10.24,1998,117.70114942528738
Assaults,1410,Aggravated assault,Canada,2011,3526,10.27,1998,118.04597701149426
Assaults,1410,Aggravated assault,Canada,2012,3532,10.17,1998,116.89655172413794
Assaults,1410,Aggravated assault,Canada,2013,3241,9.24,1998,106.20689655172416
Assaults,1410,Aggravated assault,Canada,2014,3273,9.24,1998,106.20689655172416
Assaults,1410,Aggravated assault,Canada,2015,3320,9.3,1998,106.89655172413795
Assaults,1410,Aggravated assault,Canada,2016,3466,9.6,1998,110.34482758620689
Assaults,1410,Aggravated assault,Canada,2017,3584,9.81,1998,112.75862068965519
Assaults,1410,Aggravated assault,Canada,2018,3584,9.67,1998,111.14942528735634
Assaults,1410,Aggravated assault,Canada,2019,3973,10.56,1998,121.3793103448276
Assaults,1410,Aggravated assault,Canada,2020,3878,10.2,1998,117.24137931034484
Assaults,1410,Aggravated assault,Canada,2021,3960,10.36,1998,119.08045977011494
Assaults,1410,Aggravated assault,Canada,2022,4218,10.83,1998,124.48275862068967
Assaults,1410,Aggravated assault,Canada,2023,4476,11.18,1998,128.50574712643677
Assaults,1410,Aggravated assault,Canada,2024,4339,10.52,1998,120.91954022988507
Assaults,1410,Aggravated assault,Canada,2025,4067,9.76,1998,112.18390804597702
Assaults,1410,Aggravated assault,Ontario,1998,1069,9.4,1998,100
Assaults,1410,Aggravated assault,Ontario,1999,1047,9.1,1998,96.80851063829786
Assaults,1410,Aggravated assault,Ontario,2000,1101,9.42,1998,100.21276595744682
Assaults,1410,Aggravated assault,Ontario,2001,1089,9.15,1998,97.3404255319149
Assaults,1410,Aggravated assault,Ontario,2002,1085,8.97,1998,95.42553191489363
Assaults,1410,Aggravated assault,Ontario,2003,1163,9.5,1998,101.06382978723406
Assaults,1410,Aggravated assault,Ontario,2004,950,7.67,1998,81.59574468085106
Assaults,1410,Aggravated assault,Ontario,2005,1178,9.4,1998,100
Assaults,1410,Aggravated assault,Ontario,2006,1310,10.35,1998,110.10638297872339
Assaults,1410,Aggravated assault,Ontario,2007,1243,9.74,1998,103.61702127659574
Assaults,1410,Aggravated assault,Ontario,2008,1303,10.11,1998,107.5531914893617
Assaults,1410,Aggravated assault,Ontario,2009,1203,9.26,1998,98.51063829787233
Assaults,1410,Aggravated assault,Ontario,2010,1113,8.47,1998,90.1063829787234
Assaults,1410,Aggravated assault,Ontario,2011,1075,8.11,1998,86.27659574468083
Assaults,1410,Aggravated assault,Ontario,2012,1085,8.1,1998,86.17021276595744
Assaults,1410,Aggravated assault,Ontario,2013,1021,7.56,1998,80.42553191489361
Assaults,1410,Aggravated assault,Ontario,2014,992,7.28,1998,77.4468085106383
Assaults,1410,Aggravated assault,Ontario,2015,1015,7.4,1998,78.72340425531915
Assaults,1410,Aggravated assault,Ontario,2016,1070,7.71,1998,82.02127659574468
Assaults,1410,Aggravated assault,Ontario,2017,1079,7.66,1998,81.48936170212767
Assaults,1410,Aggravated assault,Ontario,2018,1054,7.36,1998,78.29787234042553
Assaults,1410,Aggravated assault,Ontario,2019,1134,7.78,1998,82.76595744680851
Assaults,1410,Aggravated assault,Ontario,2020,1043,7.07,1998,75.2127659574468
Assaults,1410,Aggravated assault,Ontario,2021,1058,7.13,1998,75.85106382978724
Assaults,1410,Aggravated assault,Ontario,2022,1017,6.71,1998,71.38297872340425
Assaults,1410,Aggravated assault,Ontario,2023,1116,7.14,1998,75.95744680851062
Assaults,1410,Aggravated assault,Ontario,2024,1019,6.31,1998,67.12765957446808
Assaults,1410,Aggravated assault,Ontario,2025,954,5.87,1998,62.4468085106383
Assaults,1410,Aggravated assault,Region,1998,26,6.03,1998,100
Assaults,1410,Aggravated assault,Region,1999,27,6.15,1998,101.99004975124377
Assaults,1410,Aggravated assault,Region,2000,24,5.36,1998,88.8888888888889
Assaults,1410,Aggravated assault,Region,2001,23,5.04,1998,83.5820895522388
Assaults,1410,Aggravated assault,Region,2002,27,5.82,1998,96.51741293532339
Assaults,1410,Aggravated assault,Region,2003,32,6.8,1998,112.76948590381426
Assaults,1410,Aggravated assault,Region,2004,31,6.44,1998,106.79933665008292
Assaults,1410,Aggravated assault,Region,2005,20,4.09,1998,67.82752902155886
Assaults,1410,Aggravated assault,Region,2006,43,8.63,1998,143.11774461028193
Assaults,1410,Aggravated assault,Region,2007,32,6.36,1998,105.47263681592041
Assaults,1410,Aggravated assault,Region,2008,37,7.28,1998,120.7296849087894
Assaults,1410,Aggravated assault,Region,2009,44,8.59,1998,142.45439469320064
