year,staffing_costs,total_exp,net_levy
2024," 208,517,031 "," 253,346,495 "," 227,643,990 "
2023," 196,061,475 "," 240,272,673 "," 213,714,302 "
2022," 178,067,413 "," 217,018,687 "," 195,476,357 "
2021," 167,339,395 "," 201,999,235 "," 183,094,699 "
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
