table,file,description,source,licence,notes
queue_data_clean,posts/kitchener-phone-queues/data/queue_data_clean.csv,"Daily phone-queue metrics for the City of Kitchener contact centre in long format: one row per date and metric, 21 February 2019 to 30 July 2023, with calendar, holiday and lockdown flags added","City of Kitchener Open Data, phone queue metrics dataset; Ontario statutory holidays from https://github.com/uWaterloo/Datasets","Open Government Licence – Kitchener (metrics); holidays file as licensed in its repository","Dates with an incomplete or duplicated set of metrics are kept here; the post drops them before analysis."
