date,metric,value,holiday,year,month,month_num,year_month,day_of_week,type_of_day,weekend_holiday,covid_lockdown
2020-05-09,Max Queue Time,395,FALSE,2020,May,5,2020-05-01,Sat,Weekend,TRUE,TRUE
2020-05-09,Percentage of Calls Abandoned,10.8,FALSE,2020,May,5,2020-05-01,Sat,Weekend,TRUE,TRUE
2020-05-09,Percentage of Calls Handled,89.2,FALSE,2020,May,5,2020-05-01,Sat,Weekend,TRUE,TRUE
2020-05-09,Percentage of Service Level Met (Handled),89.7,FALSE,2020,May,5,2020-05-01,Sat,Weekend,TRUE,TRUE
2020-05-09,Percentage of Service Level Met (With Abandoned Calls Counted Negatively),80,FALSE,2020,May,5,2020-05-01,Sat,Weekend,TRUE,TRUE
2020-05-09,Percentage of Service Level Met (With Abandoned Calls Counted Positively),89.2,FALSE,2020,May,5,2020-05-01,Sat,Weekend,TRUE,TRUE
2020-05-09,Percentage of Service Level Met (Without Abandoned Calls),88.1,FALSE,2020,May,5,2020-05-01,Sat,Weekend,TRUE,TRUE
2020-05-09,Service Level (sec),30,FALSE,2020,May,5,2020-05-01,Sat,Weekend,TRUE,TRUE
2020-05-10,Avg Handle Time,204,FALSE,2020,May,5,2020-05-01,Sun,Weekend,TRUE,TRUE
2020-05-10,Avg Queue Time,33,FALSE,2020,May,5,2020-05-01,Sun,Weekend,TRUE,TRUE
2020-05-10,Avg Speed of Answer,35,FALSE,2020,May,5,2020-05-01,Sun,Weekend,TRUE,TRUE
2020-05-10,Calls Abandoned,2,FALSE,2020,May,5,2020-05-01,Sun,Weekend,TRUE,TRUE
2020-05-10,Calls Abandoned < Service Level,2,FALSE,2020,May,5,2020-05-01,Sun,Weekend,TRUE,TRUE
2020-05-10,Calls Handled,31,FALSE,2020,May,5,2020-05-01,Sun,Weekend,TRUE,TRUE
2020-05-10,Calls Handled < Service Level,26,FALSE,2020,May,5,2020-05-01,Sun,Weekend,TRUE,TRUE
2020-05-10,Calls Presented,33,FALSE,2020,May,5,2020-05-01,Sun,Weekend,TRUE,TRUE
2020-05-10,Max Handle Time,630,FALSE,2020,May,5,2020-05-01,Sun,Weekend,TRUE,TRUE
2020-05-10,Max Queue Time,333,FALSE,2020,May,5,2020-05-01,Sun,Weekend,TRUE,TRUE
2020-05-10,Percentage of Calls Abandoned,6.1,FALSE,2020,May,5,2020-05-01,Sun,Weekend,TRUE,TRUE
2020-05-10,Percentage of Calls Handled,93.9,FALSE,2020,May,5,2020-05-01,Sun,Weekend,TRUE,TRUE
2020-05-10,Percentage of Service Level Met (Handled),83.9,FALSE,2020,May,5,2020-05-01,Sun,Weekend,TRUE,TRUE
2020-05-10,Percentage of Service Level Met (With Abandoned Calls Counted Negatively),78.8,FALSE,2020,May,5,2020-05-01,Sun,Weekend,TRUE,TRUE
2020-05-10,Percentage of Service Level Met (With Abandoned Calls Counted Positively),84.9,FALSE,2020,May,5,2020-05-01,Sun,Weekend,TRUE,TRUE
2020-05-10,Percentage of Service Level Met (Without Abandoned Calls),83.9,FALSE,2020,May,5,2020-05-01,Sun,Weekend,TRUE,TRUE
2020-05-10,Service Level (sec),30,FALSE,2020,May,5,2020-05-01,Sun,Weekend,TRUE,TRUE
2020-05-11,Avg Handle Time,122,FALSE,2020,May,5,2020-05-01,Mon,Weekday,FALSE,TRUE
2020-05-11,Avg Queue Time,9,FALSE,2020,May,5,2020-05-01,Mon,Weekday,FALSE,TRUE
2020-05-11,Avg Speed of Answer,9,FALSE,2020,May,5,2020-05-01,Mon,Weekday,FALSE,TRUE
2020-05-11,Calls Abandoned,4,FALSE,2020,May,5,2020-05-01,Mon,Weekday,FALSE,TRUE
2020-05-11,Calls Abandoned < Service Level,4,FALSE,2020,May,5,2020-05-01,Mon,Weekday,FALSE,TRUE
2020-05-11,Calls Handled,245,FALSE,2020,May,5,2020-05-01,Mon,Weekday,FALSE,TRUE
2020-05-11,Calls Handled < Service Level,237,FALSE,2020,May,5,2020-05-01,Mon,Weekday,FALSE,TRUE
2020-05-11,Calls Presented,249,FALSE,2020,May,5,2020-05-01,Mon,Weekday,FALSE,TRUE
2020-05-11,Max Handle Time,716,FALSE,2020,May,5,2020-05-01,Mon,Weekday,FALSE,TRUE
2020-05-11,Max Queue Time,197,FALSE,2020,May,5,2020-05-01,Mon,Weekday,FALSE,TRUE
2020-05-11,Percentage of Calls Abandoned,1.6,FALSE,2020,May,5,2020-05-01,Mon,Weekday,FALSE,TRUE
2020-05-11,Percentage of Calls Handled,98.4,FALSE,2020,May,5,2020-05-01,Mon,Weekday,FALSE,TRUE
2020-05-11,Percentage of Service Level Met (Handled),96.7,FALSE,2020,May,5,2020-05-01,Mon,Weekday,FALSE,TRUE
2020-05-11,Percentage of Service Level Met (With Abandoned Calls Counted Negatively),95.2,FALSE,2020,May,5,2020-05-01,Mon,Weekday,FALSE,TRUE
2020-05-11,Percentage of Service Level Met (With Abandoned Calls Counted Positively),96.8,FALSE,2020,May,5,2020-05-01,Mon,Weekday,FALSE,TRUE
2020-05-11,Percentage of Service Level Met (Without Abandoned Calls),96.7,FALSE,2020,May,5,2020-05-01,Mon,Weekday,FALSE,TRUE
2020-05-11,Service Level (sec),30,FALSE,2020,May,5,2020-05-01,Mon,Weekday,FALSE,TRUE
2020-05-12,Avg Handle Time,107,FALSE,2020,May,5,2020-05-01,Tue,Weekday,FALSE,TRUE
2020-05-12,Avg Queue Time,8,FALSE,2020,May,5,2020-05-01,Tue,Weekday,FALSE,TRUE
2020-05-12,Avg Speed of Answer,7,FALSE,2020,May,5,2020-05-01,Tue,Weekday,FALSE,TRUE
2020-05-12,Calls Abandoned,14,FALSE,2020,May,5,2020-05-01,Tue,Weekday,FALSE,TRUE
2020-05-12,Calls Abandoned < Service Level,12,FALSE,2020,May,5,2020-05-01,Tue,Weekday,FALSE,TRUE
2020-05-12,Calls Handled,225,FALSE,2020,May,5,2020-05-01,Tue,Weekday,FALSE,TRUE
2020-05-12,Calls Handled < Service Level,218,FALSE,2020,May,5,2020-05-01,Tue,Weekday,FALSE,TRUE
2020-05-12,Calls Presented,239,FALSE,2020,May,5,2020-05-01,Tue,Weekday,FALSE,TRUE
2020-05-12,Max Handle Time,888,FALSE,2020,May,5,2020-05-01,Tue,Weekday,FALSE,TRUE
2020-05-12,Max Queue Time,136,FALSE,2020,May,5,2020-05-01,Tue,Weekday,FALSE,TRUE
2020-05-12,Percentage of Calls Abandoned,5.9,FALSE,2020,May,5,2020-05-01,Tue,Weekday,FALSE,TRUE
2020-05-12,Percentage of Calls Handled,94.1,FALSE,2020,May,5,2020-05-01,Tue,Weekday,FALSE,TRUE
2020-05-12,Percentage of Service Level Met (Handled),96.9,FALSE,2020,May,5,2020-05-01,Tue,Weekday,FALSE,TRUE
2020-05-12,Percentage of Service Level Met (With Abandoned Calls Counted Negatively),91.2,FALSE,2020,May,5,2020-05-01,Tue,Weekday,FALSE,TRUE
2020-05-12,Percentage of Service Level Met (With Abandoned Calls Counted Positively),96.2,FALSE,2020,May,5,2020-05-01,Tue,Weekday,FALSE,TRUE
2020-05-12,Percentage of Service Level Met (Without Abandoned Calls),96,FALSE,2020,May,5,2020-05-01,Tue,Weekday,FALSE,TRUE
2020-05-12,Service Level (sec),30,FALSE,2020,May,5,2020-05-01,Tue,Weekday,FALSE,TRUE
2020-05-13,Avg Handle Time,115,FALSE,2020,May,5,2020-05-01,Wed,Weekday,FALSE,TRUE
2020-05-13,Avg Queue Time,10,FALSE,2020,May,5,2020-05-01,Wed,Weekday,FALSE,TRUE
2020-05-13,Avg Speed of Answer,9,FALSE,2020,May,5,2020-05-01,Wed,Weekday,FALSE,TRUE
2020-05-13,Calls Abandoned,7,FALSE,2020,May,5,2020-05-01,Wed,Weekday,FALSE,TRUE
2020-05-13,Calls Abandoned < Service Level,5,FALSE,2020,May,5,2020-05-01,Wed,Weekday,FALSE,TRUE
2020-05-13,Calls Handled,234,FALSE,2020,May,5,2020-05-01,Wed,Weekday,FALSE,TRUE
2020-05-13,Calls Handled < Service Level,227,FALSE,2020,May,5,2020-05-01,Wed,Weekday,FALSE,TRUE
2020-05-13,Calls Presented,241,FALSE,2020,May,5,2020-05-01,Wed,Weekday,FALSE,TRUE
2020-05-13,Max Handle Time,1033,FALSE,2020,May,5,2020-05-01,Wed,Weekday,FALSE,TRUE
2020-05-13,Max Queue Time,464,FALSE,2020,May,5,2020-05-01,Wed,Weekday,FALSE,TRUE
2020-05-13,Percentage of Calls Abandoned,2.9,FALSE,2020,May,5,2020-05-01,Wed,Weekday,FALSE,TRUE
2020-05-13,Percentage of Calls Handled,97.1,FALSE,2020,May,5,2020-05-01,Wed,Weekday,FALSE,TRUE
2020-05-13,Percentage of Service Level Met (Handled),97,FALSE,2020,May,5,2020-05-01,Wed,Weekday,FALSE,TRUE
2020-05-13,Percentage of Service Level Met (With Abandoned Calls Counted Negatively),94.2,FALSE,2020,May,5,2020-05-01,Wed,Weekday,FALSE,TRUE
2020-05-13,Percentage of Service Level Met (With Abandoned Calls Counted Positively),96.3,FALSE,2020,May,5,2020-05-01,Wed,Weekday,FALSE,TRUE
2020-05-13,Percentage of Service Level Met (Without Abandoned Calls),96.2,FALSE,2020,May,5,2020-05-01,Wed,Weekday,FALSE,TRUE
2020-05-13,Service Level (sec),30,FALSE,2020,May,5,2020-05-01,Wed,Weekday,FALSE,TRUE
2020-05-14,Avg Handle Time,132,FALSE,2020,May,5,2020-05-01,Thu,Weekday,FALSE,TRUE
2020-05-14,Avg Queue Time,30,FALSE,2020,May,5,2020-05-01,Thu,Weekday,FALSE,TRUE
2020-05-14,Avg Speed of Answer,18,FALSE,2020,May,5,2020-05-01,Thu,Weekday,FALSE,TRUE
2020-05-14,Calls Abandoned,13,FALSE,2020,May,5,2020-05-01,Thu,Weekday,FALSE,TRUE
2020-05-14,Calls Abandoned < Service Level,6,FALSE,2020,May,5,2020-05-01,Thu,Weekday,FALSE,TRUE
2020-05-14,Calls Handled,215,FALSE,2020,May,5,2020-05-01,Thu,Weekday,FALSE,TRUE
2020-05-14,Calls Handled < Service Level,201,FALSE,2020,May,5,2020-05-01,Thu,Weekday,FALSE,TRUE
2020-05-14,Calls Presented,228,FALSE,2020,May,5,2020-05-01,Thu,Weekday,FALSE,TRUE
2020-05-14,Max Handle Time,992,FALSE,2020,May,5,2020-05-01,Thu,Weekday,FALSE,TRUE
2020-05-14,Max Queue Time,896,FALSE,2020,May,5,2020-05-01,Thu,Weekday,FALSE,TRUE
2020-05-14,Percentage of Calls Abandoned,5.7,FALSE,2020,May,5,2020-05-01,Thu,Weekday,FALSE,TRUE
2020-05-14,Percentage of Calls Handled,94.3,FALSE,2020,May,5,2020-05-01,Thu,Weekday,FALSE,TRUE
2020-05-14,Percentage of Service Level Met (Handled),93.5,FALSE,2020,May,5,2020-05-01,Thu,Weekday,FALSE,TRUE
2020-05-14,Percentage of Service Level Met (With Abandoned Calls Counted Negatively),88.2,FALSE,2020,May,5,2020-05-01,Thu,Weekday,FALSE,TRUE
2020-05-14,Percentage of Service Level Met (With Abandoned Calls Counted Positively),90.8,FALSE,2020,May,5,2020-05-01,Thu,Weekday,FALSE,TRUE
2020-05-14,Percentage of Service Level Met (Without Abandoned Calls),90.5,FALSE,2020,May,5,2020-05-01,Thu,Weekday,FALSE,TRUE
2020-05-14,Service Level (sec),30,FALSE,2020,May,5,2020-05-01,Thu,Weekday,FALSE,TRUE
2020-05-15,Avg Handle Time,114,FALSE,2020,May,5,2020-05-01,Fri,Weekday,FALSE,TRUE
2020-05-15,Avg Queue Time,24,FALSE,2020,May,5,2020-05-01,Fri,Weekday,FALSE,TRUE
2020-05-15,Avg Speed of Answer,20,FALSE,2020,May,5,2020-05-01,Fri,Weekday,FALSE,TRUE
2020-05-15,Calls Abandoned,19,FALSE,2020,May,5,2020-05-01,Fri,Weekday,FALSE,TRUE
2020-05-15,Calls Abandoned < Service Level,8,FALSE,2020,May,5,2020-05-01,Fri,Weekday,FALSE,TRUE
2020-05-15,Calls Handled,237,FALSE,2020,May,5,2020-05-01,Fri,Weekday,FALSE,TRUE
2020-05-15,Calls Handled < Service Level,201,FALSE,2020,May,5,2020-05-01,Fri,Weekday,FALSE,TRUE
2020-05-15,Calls Presented,256,FALSE,2020,May,5,2020-05-01,Fri,Weekday,FALSE,TRUE
2020-05-15,Max Handle Time,845,FALSE,2020,May,5,2020-05-01,Fri,Weekday,FALSE,TRUE
2020-05-15,Max Queue Time,276,FALSE,2020,May,5,2020-05-01,Fri,Weekday,FALSE,TRUE
2020-05-15,Percentage of Calls Abandoned,7.4,FALSE,2020,May,5,2020-05-01,Fri,Weekday,FALSE,TRUE
2020-05-15,Percentage of Calls Handled,92.6,FALSE,2020,May,5,2020-05-01,Fri,Weekday,FALSE,TRUE
2020-05-15,Percentage of Service Level Met (Handled),84.8,FALSE,2020,May,5,2020-05-01,Fri,Weekday,FALSE,TRUE
2020-05-15,Percentage of Service Level Met (With Abandoned Calls Counted Negatively),78.5,FALSE,2020,May,5,2020-05-01,Fri,Weekday,FALSE,TRUE
2020-05-15,Percentage of Service Level Met (With Abandoned Calls Counted Positively),81.6,FALSE,2020,May,5,2020-05-01,Fri,Weekday,FALSE,TRUE
2020-05-15,Percentage of Service Level Met (Without Abandoned Calls),81.1,FALSE,2020,May,5,2020-05-01,Fri,Weekday,FALSE,TRUE
2020-05-15,Service Level (sec),30,FALSE,2020,May,5,2020-05-01,Fri,Weekday,FALSE,TRUE
2020-05-16,Avg Handle Time,131,FALSE,2020,May,5,2020-05-01,Sat,Weekend,TRUE,TRUE
2020-05-16,Avg Queue Time,39,FALSE,2020,May,5,2020-05-01,Sat,Weekend,TRUE,TRUE
2020-05-16,Avg Speed of Answer,35,FALSE,2020,May,5,2020-05-01,Sat,Weekend,TRUE,TRUE
2020-05-16,Calls Abandoned,15,FALSE,2020,May,5,2020-05-01,Sat,Weekend,TRUE,TRUE
2020-05-16,Calls Abandoned < Service Level,6,FALSE,2020,May,5,2020-05-01,Sat,Weekend,TRUE,TRUE
2020-05-16,Calls Handled,135,FALSE,2020,May,5,2020-05-01,Sat,Weekend,TRUE,TRUE
2020-05-16,Calls Handled < Service Level,109,FALSE,2020,May,5,2020-05-01,Sat,Weekend,TRUE,TRUE
2020-05-16,Calls Presented,150,FALSE,2020,May,5,2020-05-01,Sat,Weekend,TRUE,TRUE
2020-05-16,Max Handle Time,644,FALSE,2020,May,5,2020-05-01,Sat,Weekend,TRUE,TRUE
2020-05-16,Max Queue Time,588,FALSE,2020,May,5,2020-05-01,Sat,Weekend,TRUE,TRUE
2020-05-16,Percentage of Calls Abandoned,10,FALSE,2020,May,5,2020-05-01,Sat,Weekend,TRUE,TRUE
2020-05-16,Percentage of Calls Handled,90,FALSE,2020,May,5,2020-05-01,Sat,Weekend,TRUE,TRUE
2020-05-16,Percentage of Service Level Met (Handled),80.7,FALSE,2020,May,5,2020-05-01,Sat,Weekend,TRUE,TRUE
2020-05-16,Percentage of Service Level Met (With Abandoned Calls Counted Negatively),72.7,FALSE,2020,May,5,2020-05-01,Sat,Weekend,TRUE,TRUE
2020-05-16,Percentage of Service Level Met (With Abandoned Calls Counted Positively),76.7,FALSE,2020,May,5,2020-05-01,Sat,Weekend,TRUE,TRUE
2020-05-16,Percentage of Service Level Met (Without Abandoned Calls),75.7,FALSE,2020,May,5,2020-05-01,Sat,Weekend,TRUE,TRUE
2020-05-16,Service Level (sec),30,FALSE,2020,May,5,2020-05-01,Sat,Weekend,TRUE,TRUE
2020-05-17,Avg Handle Time,149,FALSE,2020,May,5,2020-05-01,Sun,Weekend,TRUE,TRUE
2020-05-17,Avg Queue Time,14,FALSE,2020,May,5,2020-05-01,Sun,Weekend,TRUE,TRUE
2020-05-17,Avg Speed of Answer,14,FALSE,2020,May,5,2020-05-01,Sun,Weekend,TRUE,TRUE
2020-05-17,Calls Abandoned,1,FALSE,2020,May,5,2020-05-01,Sun,Weekend,TRUE,TRUE
2020-05-17,Calls Abandoned < Service Level,1,FALSE,2020,May,5,2020-05-01,Sun,Weekend,TRUE,TRUE
2020-05-17,Calls Handled,57,FALSE,2020,May,5,2020-05-01,Sun,Weekend,TRUE,TRUE
2020-05-17,Calls Handled < Service Level,52,FALSE,2020,May,5,2020-05-01,Sun,Weekend,TRUE,TRUE
2020-05-17,Calls Presented,58,FALSE,2020,May,5,2020-05-01,Sun,Weekend,TRUE,TRUE
2020-05-17,Max Handle Time,1214,FALSE,2020,May,5,2020-05-01,Sun,Weekend,TRUE,TRUE
2020-05-17,Max Queue Time,158,FALSE,2020,May,5,2020-05-01,Sun,Weekend,TRUE,TRUE
2020-05-17,Percentage of Calls Abandoned,1.7,FALSE,2020,May,5,2020-05-01,Sun,Weekend,TRUE,TRUE
2020-05-17,Percentage of Calls Handled,98.3,FALSE,2020,May,5,2020-05-01,Sun,Weekend,TRUE,TRUE
2020-05-17,Percentage of Service Level Met (Handled),91.2,FALSE,2020,May,5,2020-05-01,Sun,Weekend,TRUE,TRUE
2020-05-17,Percentage of Service Level Met (With Abandoned Calls Counted Negatively),89.7,FALSE,2020,May,5,2020-05-01,Sun,Weekend,TRUE,TRUE
2020-05-17,Percentage of Service Level Met (With Abandoned Calls Counted Positively),91.4,FALSE,2020,May,5,2020-05-01,Sun,Weekend,TRUE,TRUE
2020-05-17,Percentage of Service Level Met (Without Abandoned Calls),91.2,FALSE,2020,May,5,2020-05-01,Sun,Weekend,TRUE,TRUE
2020-05-17,Service Level (sec),30,FALSE,2020,May,5,2020-05-01,Sun,Weekend,TRUE,TRUE
2020-05-18,Avg Handle Time,125,TRUE,2020,May,5,2020-05-01,Mon,Weekday,TRUE,TRUE
2020-05-18,Avg Queue Time,19,TRUE,2020,May,5,2020-05-01,Mon,Weekday,TRUE,TRUE
2020-05-18,Avg Speed of Answer,18,TRUE,2020,May,5,2020-05-01,Mon,Weekday,TRUE,TRUE
2020-05-18,Calls Abandoned,5,TRUE,2020,May,5,2020-05-01,Mon,Weekday,TRUE,TRUE
2020-05-18,Calls Abandoned < Service Level,3,TRUE,2020,May,5,2020-05-01,Mon,Weekday,TRUE,TRUE
2020-05-18,Calls Handled,53,TRUE,2020,May,5,2020-05-01,Mon,Weekday,TRUE,TRUE
2020-05-18,Calls Handled < Service Level,46,TRUE,2020,May,5,2020-05-01,Mon,Weekday,TRUE,TRUE
2020-05-18,Calls Presented,58,TRUE,2020,May,5,2020-05-01,Mon,Weekday,TRUE,TRUE
2020-05-18,Max Handle Time,719,TRUE,2020,May,5,2020-05-01,Mon,Weekday,TRUE,TRUE
2020-05-18,Max Queue Time,295,TRUE,2020,May,5,2020-05-01,Mon,Weekday,TRUE,TRUE
2020-05-18,Percentage of Calls Abandoned,8.6,TRUE,2020,May,5,2020-05-01,Mon,Weekday,TRUE,TRUE
2020-05-18,Percentage of Calls Handled,91.4,TRUE,2020,May,5,2020-05-01,Mon,Weekday,TRUE,TRUE
2020-05-18,Percentage of Service Level Met (Handled),86.8,TRUE,2020,May,5,2020-05-01,Mon,Weekday,TRUE,TRUE
2020-05-18,Percentage of Service Level Met (With Abandoned Calls Counted Negatively),79.3,TRUE,2020,May,5,2020-05-01,Mon,Weekday,TRUE,TRUE
2020-05-18,Percentage of Service Level Met (With Abandoned Calls Counted Positively),84.5,TRUE,2020,May,5,2020-05-01,Mon,Weekday,TRUE,TRUE
2020-05-18,Percentage of Service Level Met (Without Abandoned Calls),83.6,TRUE,2020,May,5,2020-05-01,Mon,Weekday,TRUE,TRUE
2020-05-18,Service Level (sec),30,TRUE,2020,May,5,2020-05-01,Mon,Weekday,TRUE,TRUE
2020-05-19,Avg Handle Time,114,FALSE,2020,May,5,2020-05-01,Tue,Weekday,FALSE,TRUE
2020-05-19,Avg Queue Time,21,FALSE,2020,May,5,2020-05-01,Tue,Weekday,FALSE,TRUE
2020-05-19,Avg Speed of Answer,21,FALSE,2020,May,5,2020-05-01,Tue,Weekday,FALSE,TRUE
2020-05-19,Calls Abandoned,9,FALSE,2020,May,5,2020-05-01,Tue,Weekday,FALSE,TRUE
2020-05-19,Calls Abandoned < Service Level,7,FALSE,2020,May,5,2020-05-01,Tue,Weekday,FALSE,TRUE
2020-05-19,Calls Handled,323,FALSE,2020,May,5,2020-05-01,Tue,Weekday,FALSE,TRUE
2020-05-19,Calls Handled < Service Level,276,FALSE,2020,May,5,2020-05-01,Tue,Weekday,FALSE,TRUE
2020-05-19,Calls Presented,332,FALSE,2020,May,5,2020-05-01,Tue,Weekday,FALSE,TRUE
2020-05-19,Max Handle Time,825,FALSE,2020,May,5,2020-05-01,Tue,Weekday,FALSE,TRUE
2020-05-19,Max Queue Time,433,FALSE,2020,May,5,2020-05-01,Tue,Weekday,FALSE,TRUE
2020-05-19,Percentage of Calls Abandoned,2.7,FALSE,2020,May,5,2020-05-01,Tue,Weekday,FALSE,TRUE
2020-05-19,Percentage of Calls Handled,97.3,FALSE,2020,May,5,2020-05-01,Tue,Weekday,FALSE,TRUE
2020-05-19,Percentage of Service Level Met (Handled),85.5,FALSE,2020,May,5,2020-05-01,Tue,Weekday,FALSE,TRUE
2020-05-19,Percentage of Service Level Met (With Abandoned Calls Counted Negatively),83.1,FALSE,2020,May,5,2020-05-01,Tue,Weekday,FALSE,TRUE
2020-05-19,Percentage of Service Level Met (With Abandoned Calls Counted Positively),85.2,FALSE,2020,May,5,2020-05-01,Tue,Weekday,FALSE,TRUE
2020-05-19,Percentage of Service Level Met (Without Abandoned Calls),84.9,FALSE,2020,May,5,2020-05-01,Tue,Weekday,FALSE,TRUE
2020-05-19,Service Level (sec),30,FALSE,2020,May,5,2020-05-01,Tue,Weekday,FALSE,TRUE
2020-05-20,Avg Handle Time,119,FALSE,2020,May,5,2020-05-01,Wed,Weekday,FALSE,TRUE
2020-05-20,Avg Queue Time,23,FALSE,2020,May,5,2020-05-01,Wed,Weekday,FALSE,TRUE
2020-05-20,Avg Speed of Answer,21,FALSE,2020,May,5,2020-05-01,Wed,Weekday,FALSE,TRUE
2020-05-20,Calls Abandoned,19,FALSE,2020,May,5,2020-05-01,Wed,Weekday,FALSE,TRUE
2020-05-20,Calls Abandoned < Service Level,12,FALSE,2020,May,5,2020-05-01,Wed,Weekday,FALSE,TRUE
2020-05-20,Calls Handled,303,FALSE,2020,May,5,2020-05-01,Wed,Weekday,FALSE,TRUE
2020-05-20,Calls Handled < Service Level,258,FALSE,2020,May,5,2020-05-01,Wed,Weekday,FALSE,TRUE
2020-05-20,Calls Presented,322,FALSE,2020,May,5,2020-05-01,Wed,Weekday,FALSE,TRUE
2020-05-20,Max Handle Time,593,FALSE,2020,May,5,2020-05-01,Wed,Weekday,FALSE,TRUE
2020-05-20,Max Queue Time,270,FALSE,2020,May,5,2020-05-01,Wed,Weekday,FALSE,TRUE
2020-05-20,Percentage of Calls Abandoned,5.9,FALSE,2020,May,5,2020-05-01,Wed,Weekday,FALSE,TRUE
2020-05-20,Percentage of Calls Handled,94.1,FALSE,2020,May,5,2020-05-01,Wed,Weekday,FALSE,TRUE
2020-05-20,Percentage of Service Level Met (Handled),85.2,FALSE,2020,May,5,2020-05-01,Wed,Weekday,FALSE,TRUE
2020-05-20,Percentage of Service Level Met (With Abandoned Calls Counted Negatively),80.1,FALSE,2020,May,5,2020-05-01,Wed,Weekday,FALSE,TRUE
2020-05-20,Percentage of Service Level Met (With Abandoned Calls Counted Positively),83.9,FALSE,2020,May,5,2020-05-01,Wed,Weekday,FALSE,TRUE
2020-05-20,Percentage of Service Level Met (Without Abandoned Calls),83.2,FALSE,2020,May,5,2020-05-01,Wed,Weekday,FALSE,TRUE
2020-05-20,Service Level (sec),30,FALSE,2020,May,5,2020-05-01,Wed,Weekday,FALSE,TRUE
2020-05-21,Avg Handle Time,139,FALSE,2020,May,5,2020-05-01,Thu,Weekday,FALSE,TRUE
2020-05-21,Avg Queue Time,14,FALSE,2020,May,5,2020-05-01,Thu,Weekday,FALSE,TRUE
2020-05-21,Avg Speed of Answer,14,FALSE,2020,May,5,2020-05-01,Thu,Weekday,FALSE,TRUE
2020-05-21,Calls Abandoned,19,FALSE,2020,May,5,2020-05-01,Thu,Weekday,FALSE,TRUE
2020-05-21,Calls Abandoned < Service Level,14,FALSE,2020,May,5,2020-05-01,Thu,Weekday,FALSE,TRUE
2020-05-21,Calls Handled,296,FALSE,2020,May,5,2020-05-01,Thu,Weekday,FALSE,TRUE
2020-05-21,Calls Handled < Service Level,270,FALSE,2020,May,5,2020-05-01,Thu,Weekday,FALSE,TRUE
2020-05-21,Calls Presented,315,FALSE,2020,May,5,2020-05-01,Thu,Weekday,FALSE,TRUE
2020-05-21,Max Handle Time,941,FALSE,2020,May,5,2020-05-01,Thu,Weekday,FALSE,TRUE
2020-05-21,Max Queue Time,218,FALSE,2020,May,5,2020-05-01,Thu,Weekday,FALSE,TRUE
2020-05-21,Percentage of Calls Abandoned,6,FALSE,2020,May,5,2020-05-01,Thu,Weekday,FALSE,TRUE
2020-05-21,Percentage of Calls Handled,94,FALSE,2020,May,5,2020-05-01,Thu,Weekday,FALSE,TRUE
2020-05-21,Percentage of Service Level Met (Handled),91.2,FALSE,2020,May,5,2020-05-01,Thu,Weekday,FALSE,TRUE
2020-05-21,Percentage of Service Level Met (With Abandoned Calls Counted Negatively),85.7,FALSE,2020,May,5,2020-05-01,Thu,Weekday,FALSE,TRUE
2020-05-21,Percentage of Service Level Met (With Abandoned Calls Counted Positively),90.2,FALSE,2020,May,5,2020-05-01,Thu,Weekday,FALSE,TRUE
2020-05-21,Percentage of Service Level Met (Without Abandoned Calls),89.7,FALSE,2020,May,5,2020-05-01,Thu,Weekday,FALSE,TRUE
2020-05-21,Service Level (sec),30,FALSE,2020,May,5,2020-05-01,Thu,Weekday,FALSE,TRUE
2020-05-22,Avg Handle Time,156,FALSE,2020,May,5,2020-05-01,Fri,Weekday,FALSE,TRUE
2020-05-22,Avg Queue Time,38,FALSE,2020,May,5,2020-05-01,Fri,Weekday,FALSE,TRUE
2020-05-22,Avg Speed of Answer,30,FALSE,2020,May,5,2020-05-01,Fri,Weekday,FALSE,TRUE
2020-05-22,Calls Abandoned,27,FALSE,2020,May,5,2020-05-01,Fri,Weekday,FALSE,TRUE
2020-05-22,Calls Abandoned < Service Level,10,FALSE,2020,May,5,2020-05-01,Fri,Weekday,FALSE,TRUE
2020-05-22,Calls Handled,304,FALSE,2020,May,5,2020-05-01,Fri,Weekday,FALSE,TRUE
2020-05-22,Calls Handled < Service Level,240,FALSE,2020,May,5,2020-05-01,Fri,Weekday,FALSE,TRUE
2020-05-22,Calls Presented,331,FALSE,2020,May,5,2020-05-01,Fri,Weekday,FALSE,TRUE
2020-05-22,Max Handle Time,1155,FALSE,2020,May,5,2020-05-01,Fri,Weekday,FALSE,TRUE
2020-05-22,Max Queue Time,643,FALSE,2020,May,5,2020-05-01,Fri,Weekday,FALSE,TRUE
2020-05-22,Percentage of Calls Abandoned,8.2,FALSE,2020,May,5,2020-05-01,Fri,Weekday,FALSE,TRUE
2020-05-22,Percentage of Calls Handled,91.8,FALSE,2020,May,5,2020-05-01,Fri,Weekday,FALSE,TRUE
2020-05-22,Percentage of Service Level Met (Handled),79,FALSE,2020,May,5,2020-05-01,Fri,Weekday,FALSE,TRUE
2020-05-22,Percentage of Service Level Met (With Abandoned Calls Counted Negatively),72.5,FALSE,2020,May,5,2020-05-01,Fri,Weekday,FALSE,TRUE
2020-05-22,Percentage of Service Level Met (With Abandoned Calls Counted Positively),75.5,FALSE,2020,May,5,2020-05-01,Fri,Weekday,FALSE,TRUE
2020-05-22,Percentage of Service Level Met (Without Abandoned Calls),74.8,FALSE,2020,May,5,2020-05-01,Fri,Weekday,FALSE,TRUE
