csduid,district,district_type,population,area_sq_km,density_per_sq_km,label_room_km,label_lon,label_lat
3530013,Kitchener,City,323917,138.2066602221125,2343.7148360247734,5.310260189376539,-80.47510811221214,43.418967209073024
3530010,Cambridge,City,165354,115.53569068913995,1431.1941099214187,3.992580731497146,-80.33541839881956,43.42315446024731
3530016,Waterloo,City,142450,65.0145005455755,2191.049670529143,3.088863316967152,-80.5662598973756,43.47012993726408
3530035,Woolwich,Township,31382,329.4112468728628,95.26693547325046,6.678852140011266,-80.52588303139274,43.582037545522155
3530020,Wilmot,Township,22890,265.7698092621639,86.12716419350915,7.36313877803646,-80.64615506202774,43.39237378455092
3530004,North Dumfries,Township,13051,190.65719328263143,68.45270181153414,5.047319570916705,-80.40534345871538,43.32465566167945
3530027,Wellesley,Township,12413,278.16189612466206,44.625091261374436,8.22012659614603,-80.71725247093084,43.54747216570737
