geo,date,dwelling_type,starts_12,population,per_1000
Region,2021-09-01,Single,936,602303,1.5540350952925686
Region,2021-09-01,Semi-detached,80,602303,0.13282351241816825
Region,2021-09-01,Row,971,602303,1.6121453819755174
Region,2021-09-01,Apartment,2956,602303,4.9078287838513175
Region,2021-10-01,Single,914,602303,1.5175086293775726
Region,2021-10-01,Semi-detached,70,602303,0.11622057336589724
Region,2021-10-01,Row,1110,602303,1.8429262348020845
Region,2021-10-01,Apartment,3209,602303,5.327883141873774
Region,2021-11-01,Single,870,602303,1.44445569754758
Region,2021-11-01,Semi-detached,54,602303,0.08965587088226358
Region,2021-11-01,Row,1146,602303,1.9026968153902604
Region,2021-11-01,Apartment,3317,602303,5.507194883638301
Region,2021-12-01,Single,885,602303,1.4693601061259862
Region,2021-12-01,Semi-detached,58,602303,0.09629704650317199
Region,2021-12-01,Row,1302,602303,2.1617026646056883
Region,2021-12-01,Apartment,3357,602303,5.5736066398473865
Region,2022-01-01,Single,849,627929,1.3520636887291397
Region,2022-01-01,Semi-detached,60,627929,0.09555220415046925
Region,2022-01-01,Row,1241,627929,1.976338089178872
Region,2022-01-01,Apartment,2716,627929,4.325329774544574
Region,2022-02-01,Single,875,627929,1.3934696438610097
Region,2022-02-01,Semi-detached,62,627929,0.09873727762215155
Region,2022-02-01,Row,1234,627929,1.965190332027984
Region,2022-02-01,Apartment,2776,627929,4.420881978695043
Region,2022-03-01,Single,854,627929,1.3600263724083455
Region,2022-03-01,Semi-detached,60,627929,0.09555220415046925
Region,2022-03-01,Row,1235,627929,1.9667828687638251
Region,2022-03-01,Apartment,2766,627929,4.404956611336632
Region,2022-04-01,Single,833,627929,1.3265831009556812
Region,2022-04-01,Semi-detached,54,627929,0.08599698373542232
Region,2022-04-01,Row,1196,627929,1.9046739360660203
Region,2022-04-01,Apartment,2138,627929,3.4048435412283875
Region,2022-05-01,Single,825,627929,1.313842807068952
Region,2022-05-01,Semi-detached,56,627929,0.08918205720710463
Region,2022-05-01,Row,1230,627929,1.9588201850846194
Region,2022-05-01,Apartment,1787,627929,2.845863146948142
Region,2022-06-01,Single,921,627929,1.466726333709703
Region,2022-06-01,Semi-detached,64,627929,0.10192235109383387
Region,2022-06-01,Row,1323,627929,2.106926101517847
Region,2022-06-01,Apartment,1870,627929,2.978043696022958
Region,2022-07-01,Single,953,627929,1.5176875092566198
Region,2022-07-01,Semi-detached,54,627929,0.08599698373542232
Region,2022-07-01,Row,1266,627929,2.016151507574901
Region,2022-07-01,Apartment,1815,627929,2.8904541755516946
Region,2022-08-01,Single,932,627929,1.4842442378039555
Region,2022-08-01,Semi-detached,52,627929,0.08281191026374002
Region,2022-08-01,Row,1348,627929,2.1467395199138757
Region,2022-08-01,Apartment,1700,627929,2.7073124509299618
Region,2022-09-01,Single,956,627929,1.5224651194641432
Region,2022-09-01,Semi-detached,54,627929,0.08599698373542232
Region,2022-09-01,Row,1423,627929,2.2661797751019623
Region,2022-09-01,Apartment,1668,627929,2.6563512753830447
Region,2022-10-01,Single,1015,627929,1.6164247868787713
Region,2022-10-01,Semi-detached,58,627929,0.09236713067878694
Region,2022-10-01,Row,1308,627929,2.0830380504802295
Region,2022-10-01,Apartment,1576,627929,2.509837895685659
Region,2022-11-01,Single,1061,627929,1.6896814767274644
Region,2022-11-01,Semi-detached,66,627929,0.10510742456551617
Region,2022-11-01,Row,1363,627929,2.170627570951493
Region,2022-11-01,Apartment,2215,627929,3.527468869888156
Region,2022-12-01,Single,1022,627929,1.6275725440296593
Region,2022-12-01,Semi-detached,66,627929,0.10510742456551617
Region,2022-12-01,Row,1174,627929,1.869638127877515
Region,2022-12-01,Apartment,2585,627929,4.116707462149383
Region,2023-01-01,Single,1045,664490,1.5726346521392347
Region,2023-01-01,Semi-detached,70,664490,0.10534394799018797
Region,2023-01-01,Row,1256,664490,1.8901714096525155
Region,2023-01-01,Apartment,2755,664490,4.1460368101852545
Region,2023-02-01,Single,1042,664490,1.5681199115110835
Region,2023-02-01,Semi-detached,68,664490,0.10233412090475402
Region,2023-02-01,Row,1290,664490,1.9413384701048924
Region,2023-02-01,Apartment,2956,664490,4.448524432271366
Region,2023-03-01,Single,1081,664490,1.6268115396770455
Region,2023-03-01,Semi-detached,76,664490,0.11437342924648979
Region,2023-03-01,Row,1281,664490,1.9277942482204398
Region,2023-03-01,Apartment,2740,664490,4.1234631070445
Region,2023-04-01,Single,1050,664490,1.5801592198528194
Region,2023-04-01,Semi-detached,70,664490,0.10534394799018797
Region,2023-04-01,Row,1210,664490,1.820945386687535
Region,2023-04-01,Apartment,2740,664490,4.1234631070445
Region,2023-05-01,Single,1024,664490,1.5410314677421781
Region,2023-05-01,Semi-detached,66,664490,0.09932429381932008
Region,2023-05-01,Row,1249,664490,1.8796370148534967
Region,2023-05-01,Apartment,2738,664490,4.120453279959066
Region,2023-06-01,Single,968,664490,1.4567563093500278
Region,2023-06-01,Semi-detached,56,664490,0.08427515839215037
Region,2023-06-01,Row,1091,664490,1.6418606751042153
Region,2023-06-01,Apartment,2584,664490,3.8886965943806526
Region,2023-07-01,Single,935,664490,1.407094162440368
Region,2023-07-01,Semi-detached,64,664490,0.09631446673388613
Region,2023-07-01,Row,1186,664490,1.7848274616623274
Region,2023-07-01,Apartment,2399,664490,3.6102875889780135
Region,2023-08-01,Single,957,664490,1.440202260380141
Region,2023-08-01,Semi-detached,68,664490,0.10233412090475402
Region,2023-08-01,Row,1036,664490,1.559090430254782
Region,2023-08-01,Apartment,2312,664490,3.479360110761637
Region,2023-09-01,Single,909,664490,1.3679664103297267
Region,2023-09-01,Semi-detached,66,664490,0.09932429381932008
Region,2023-09-01,Row,1045,664490,1.5726346521392347
Region,2023-09-01,Apartment,2590,664490,3.897726075636955
Region,2023-10-01,Single,861,664490,1.295730560279312
Region,2023-10-01,Semi-detached,64,664490,0.09631446673388613
Region,2023-10-01,Row,1104,664490,1.6614245511595358
Region,2023-10-01,Apartment,2460,664490,3.702087315083748
Region,2023-11-01,Single,842,664490,1.2671372029676895
Region,2023-11-01,Semi-detached,60,664490,0.09029481256301826
Region,2023-11-01,Row,1202,664490,1.808906078345799
Region,2023-11-01,Apartment,1770,664490,2.6636969706090388
Region,2023-12-01,Single,850,664490,1.2791765113094253
Region,2023-12-01,Semi-detached,54,664490,0.08126533130671643
Region,2023-12-01,Row,1207,664490,1.816430646059384
Region,2023-12-01,Apartment,2601,664490,3.9142801246068415
Region,2024-01-01,Single,813,699402,1.1624216116053427
Region,2024-01-01,Semi-detached,50,699402,0.07148964401016869
Region,2024-01-01,Row,1247,699402,1.782951721613607
Region,2024-01-01,Apartment,2397,699402,3.4272135338474867
Region,2024-02-01,Single,740,699402,1.0580467313504966
Region,2024-02-01,Semi-detached,44,699402,0.06291088672894844
Region,2024-02-01,Row,1270,699402,1.8158369578582847
Region,2024-02-01,Apartment,2208,699402,3.156982679489049
Region,2024-03-01,Single,696,699402,0.9951358446215481
Region,2024-03-01,Semi-detached,36,699402,0.05147254368732145
Region,2024-03-01,Row,1293,699402,1.8487221941029623
Region,2024-03-01,Apartment,2210,699402,3.159842265249456
Region,2024-04-01,Single,693,699402,0.990846465980938
Region,2024-04-01,Semi-detached,40,699402,0.05719171520813495
Region,2024-04-01,Row,1269,699402,1.8144071649780813
Region,2024-04-01,Apartment,2646,699402,3.7832319610181266
Region,2024-05-01,Single,654,699402,0.9350845436530064
Region,2024-05-01,Semi-detached,38,699402,0.0543321294477282
Region,2024-05-01,Row,1137,699402,1.6256745047912358
Region,2024-05-01,Apartment,2668,699402,3.814687404382601
Region,2024-06-01,Single,592,699402,0.8464373850803972
Region,2024-06-01,Semi-detached,38,699402,0.0543321294477282
Region,2024-06-01,Row,1103,699402,1.5770615468643212
Region,2024-06-01,Apartment,3186,699402,4.555320116327949
Region,2024-07-01,Single,559,699402,0.799254220033686
Region,2024-07-01,Semi-detached,30,699402,0.04289378640610121
Region,2024-07-01,Row,905,699402,1.2939625565840531
Region,2024-07-01,Apartment,3381,699402,4.834129727967607
Region,2024-08-01,Single,499,699402,0.7134666472214835
Region,2024-08-01,Semi-detached,30,699402,0.04289378640610121
Region,2024-08-01,Row,843,699402,1.2053153980114442
Region,2024-08-01,Apartment,3631,699402,5.19157794801845
Region,2024-09-01,Single,483,699402,0.6905899611382295
Region,2024-09-01,Semi-detached,30,699402,0.04289378640610121
Region,2024-09-01,Row,771,699402,1.102370310636801
Region,2024-09-01,Apartment,3324,699402,4.7526315337960146
Region,2024-10-01,Single,440,699402,0.6291088672894845
Region,2024-10-01,Semi-detached,32,699402,0.04575337216650796
Region,2024-10-01,Row,696,699402,0.9951358446215481
Region,2024-10-01,Apartment,3406,699402,4.869874549972692
Region,2024-11-01,Single,396,699402,0.566197980560536
Region,2024-11-01,Semi-detached,28,699402,0.04003420064569447
Region,2024-11-01,Row,504,699402,0.7206156116225003
Region,2024-11-01,Apartment,3327,699402,4.756920912436624
Region,2024-12-01,Single,376,699402,0.5376021229564686
Region,2024-12-01,Semi-detached,28,699402,0.04003420064569447
Region,2024-12-01,Row,515,699402,0.7363433333047376
Region,2024-12-01,Apartment,2492,699402,3.5630438574668073
Region,2025-01-01,Single,379,701568,0.5402184820288268
Region,2025-01-01,Semi-detached,26,701568,0.037059843094325855
Region,2025-01-01,Row,557,701568,0.7939358693669039
Region,2025-01-01,Apartment,2464,701568,3.5121328224776502
Region,2025-02-01,Single,371,701568,0.5288154533844189
Region,2025-02-01,Semi-detached,26,701568,0.037059843094325855
Region,2025-02-01,Row,481,701568,0.6856070972450283
Region,2025-02-01,Apartment,2673,701568,3.810036945812808
Region,2025-03-01,Single,359,701568,0.5117109104178069
Region,2025-03-01,Semi-detached,30,701568,0.04276135741652983
Region,2025-03-01,Row,454,701568,0.6471218755701514
Region,2025-03-01,Apartment,2950,701568,4.204866812625433
Region,2025-04-01,Single,342,701568,0.48747947454844004
Region,2025-04-01,Semi-detached,34,701568,0.04846287173873381
Region,2025-04-01,Row,456,701568,0.6499726327312534
Region,2025-04-01,Apartment,2704,701568,3.8542236818098887
Region,2025-05-01,Single,325,701568,0.46324803867907316
Region,2025-05-01,Semi-detached,36,701568,0.051313628899835796
Region,2025-05-01,Row,481,701568,0.6856070972450283
Region,2025-05-01,Apartment,2684,701568,3.825716110198869
Region,2025-06-01,Single,314,701568,0.44756887429301223
Region,2025-06-01,Semi-detached,34,701568,0.04846287173873381
Region,2025-06-01,Row,476,701568,0.6784802043422733
Region,2025-06-01,Apartment,2177,701568,3.1030491698595144
Region,2025-07-01,Single,343,701568,0.488904853128991
Region,2025-07-01,Semi-detached,38,701568,0.054164386060937784
Region,2025-07-01,Row,504,701568,0.7183908045977011
Region,2025-07-01,Apartment,2263,701568,3.2256317277869004
Region,2025-08-01,Single,352,701568,0.5017332603539499
Region,2025-08-01,Semi-detached,30,701568,0.04276135741652983
Region,2025-08-01,Row,494,701568,0.7041370187921911
Region,2025-08-01,Apartment,2590,701568,3.6917305236270757
Region,2025-09-01,Single,359,701568,0.5117109104178069
Region,2025-09-01,Semi-detached,32,701568,0.04561211457763181
Region,2025-09-01,Row,497,701568,0.7084131545338442
Region,2025-09-01,Apartment,3696,701568,5.268199233716476
Region,2025-10-01,Single,425,701568,0.6057858967341726
Region,2025-10-01,Semi-detached,26,701568,0.037059843094325855
Region,2025-10-01,Row,506,701568,0.7212415617588032
Region,2025-10-01,Apartment,3446,701568,4.911854588578727
Region,2025-11-01,Single,423,701568,0.6029351395730707
Region,2025-11-01,Semi-detached,28,701568,0.03991060025542784
Region,2025-11-01,Row,487,701568,0.6941593687283343
Region,2025-11-01,Apartment,3468,701568,4.9432129173508486
Region,2025-12-01,Single,433,701568,0.6171889253785806
Region,2025-12-01,Semi-detached,32,701568,0.04561211457763181
Region,2025-12-01,Row,449,701568,0.6399949826673964
Region,2025-12-01,Apartment,3392,701568,4.8348841452289735
Region,2026-01-01,Single,449,701568,0.6399949826673964
Region,2026-01-01,Semi-detached,34,701568,0.04846287173873381
Region,2026-01-01,Row,327,701568,0.46609879584017516
Region,2026-01-01,Apartment,3484,701568,4.966018974639664
Region,2026-02-01,Single,448,701568,0.6385696040868455
Region,2026-02-01,Semi-detached,34,701568,0.04846287173873381
Region,2026-02-01,Row,332,701568,0.47322568874293014
Region,2026-02-01,Apartment,4226,701568,6.023649881408502
Region,2026-03-01,Single,438,701568,0.6243158182813355
Region,2026-03-01,Semi-detached,28,701568,0.03991060025542784
Region,2026-03-01,Row,312,701568,0.44471811713191023
Region,2026-03-01,Apartment,3957,701568,5.640223043240284
Region,2026-04-01,Single,442,701568,0.6300173326035395
Region,2026-04-01,Semi-detached,20,701568,0.028507571611019886
Region,2026-04-01,Row,297,701568,0.42333743842364535
Region,2026-04-01,Apartment,4576,701568,6.52253238460135
Region,2026-05-01,Single,445,701568,0.6342934683451924
Region,2026-05-01,Semi-detached,18,701568,0.025656814449917898
Region,2026-05-01,Row,277,701568,0.39482986681262544
Region,2026-05-01,Apartment,4807,701568,6.85179483670863
Region,2026-06-01,Single,433,701568,0.6171889253785806
Region,2026-06-01,Semi-detached,18,701568,0.025656814449917898
Region,2026-06-01,Row,324,701568,0.46182266009852213
Region,2026-06-01,Apartment,4796,701568,6.836115672322569
Region,2026-07-01,Single,440,701568,0.6271665754424375
Region,2026-07-01,Semi-detached,18,701568,0.025656814449917898
Region,2026-07-01,Row,337,701568,0.4803525816456851
Region,2026-07-01,Apartment,4614,701568,6.576696770662288
Region,2026-08-01,Single,451,701568,0.6428457398284985
Region,2026-08-01,Semi-detached,18,701568,0.025656814449917898
Region,2026-08-01,Row,358,701568,0.510285531837256
Region,2026-08-01,Apartment,4035,701568,5.751402572523262
