geo,date,intended_market,starts_12,all_starts_12,percent
Region,2026-04-01,Rental,2706,5335,50.72164948453608
Region,2026-04-01,Condo,1903,5335,35.670103092783506
Region,2026-04-01,Homeowner,726,5335,13.608247422680412
Region,2026-05-01,Rental,2937,5547,52.94753921038399
Region,2026-05-01,Condo,1891,5547,34.09049936902831
Region,2026-05-01,Homeowner,719,5547,12.961961420587706
Region,2026-06-01,Rental,2926,5571,52.521988870938785
Region,2026-06-01,Condo,1891,5571,33.943636690001796
Region,2026-06-01,Homeowner,754,5571,13.534374439059416
Region,2026-07-01,Rental,3020,5409,55.832871140691445
Region,2026-07-01,Condo,1609,5409,29.74671843224256
Region,2026-07-01,Homeowner,780,5409,14.420410427066003
Region,2026-08-01,Rental,2500,4862,51.41916906622789
Region,2026-08-01,Condo,1554,4862,31.962155491567255
Region,2026-08-01,Homeowner,808,4862,16.618675442204854
