geo,date,percent,percent_lower,percent_upper
Ontario,2022-07-01,6.38376383763839,5.154266135159389,7.61326154011739
Ontario,2022-08-01,5.0243724597955675,3.8096335774127583,6.239111342178377
Ontario,2022-09-01,3.858593958834544,2.6562102794655456,5.060977638203543
Ontario,2022-10-01,3.1627684837550074,1.9692698450404331,4.356267122469582
Ontario,2022-11-01,2.4684376643871575,1.2853452539401762,3.651530074834139
Ontario,2022-12-01,2.230201736632509,1.0555285383510118,3.404874934914006
Ontario,2023-01-01,2.848134386938095,1.7532254155128464,3.9430433583633433
Ontario,2023-02-01,2.999126341457048,1.9078295174032682,4.090423165510828
Ontario,2023-03-01,3.2586478499173177,2.1690843480769524,4.3482113517576835
Ontario,2023-04-01,2.6242524231800513,1.5455446723569395,3.702960174003163
Ontario,2023-05-01,2.601561193914681,1.5253088033865203,3.6778135844428417
Ontario,2023-06-01,2.804903119699853,1.7295772454661544,3.8802289939335517
Ontario,2023-07-01,2.9830038154699867,1.9934663661511944,3.972541264788779
Ontario,2023-08-01,3.3684751864232476,2.3781616791922873,4.358788693654208
Ontario,2023-09-01,3.625156034848853,2.6339122010575076,4.616399868640199
Ontario,2023-10-01,3.6290685562171188,2.6385130773469383,4.619624035087299
Ontario,2023-11-01,3.4703594850931108,2.4817872275315507,4.458931742654671
Ontario,2023-12-01,2.8508295760796054,1.8670049098588182,3.8346542423003926
Ontario,2024-01-01,2.4130868940251515,1.455705582965428,3.370468205084875
Ontario,2024-02-01,1.8863386041094277,0.9335145778989671,2.8391626303198882
Ontario,2024-03-01,1.6970522228106022,0.7481325238124673,2.645971921808737
Ontario,2024-04-01,1.5712132629992492,0.6259405048186657,2.5164860211798326
Ontario,2024-05-01,1.7710317858217195,0.8277020830449965,2.7143614885984424
Ontario,2024-06-01,1.7447600954868747,0.8041067227464008,2.6854134682273485
Ontario,2024-07-01,1.805072165462862,0.8588674799882656,2.7512768509374586
Ontario,2024-08-01,1.5796019900497615,0.6361864900286164,2.523017490070907
Ontario,2024-09-01,1.6206348417862948,0.6786721200921405,2.562597563480449
Ontario,2024-10-01,1.566087139967487,0.6248140897993365,2.5073601901356373
Ontario,2024-11-01,1.5293782017092195,0.5885488123230784,2.4702075910953605
Ontario,2024-12-01,1.6789816827072368,0.7370306587805051,2.6209327066339685
Ontario,2025-01-01,1.9215004347286069,0.9988493974156267,2.8441514720415872
Ontario,2025-02-01,2.2627020713477997,1.33969563471131,3.1857085079842893
